loai,thanh_phan,trang_thai,meaning_en,meaning_vi,bien_the,ghi_chu
Word,validly,Đã có trong MorphLink,with validity,valid(hợp lệ) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),không có biến thể đáng kể,pos=adverb; structure=[valid]-ly
Word,valuable,Đã có trong MorphLink,worth a lot of money,value(giá trị) + -able(có thể được (tính từ)),không có biến thể đáng kể,pos=adjective; structure=[value]-able
Word,valuation,Đã có trong MorphLink,an appraisal of the value of something,"value(giá trị) + -ate(làm cho/trở thành (động từ); có (tính từ)) + -ion(hành động, quá trình, trạng thái (danh từ))",không có biến thể đáng kể,pos=noun; structure=[value]-ate-ion
Word,valueless,Đã có trong MorphLink,of no value,value(giá trị) + -less(không có (tính từ)),không có biến thể đáng kể,pos=adjective; structure=[value]-less
Word,valuer,Đã có trong MorphLink,someone who assesses the monetary worth of possessions,value(giá trị) + -er(người làm việc gì; so sánh hơn),không có biến thể đáng kể,pos=noun; structure=[value]-er
Word,variability,Đã có trong MorphLink,the quality of being subject to variation,"vary(thay đổi, đa dạng) + -able(có thể được (tính từ)) + -ity(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[vary]-able-ity
Word,variable,Đã có trong MorphLink,often changing; likely to change,"vary(thay đổi, đa dạng) + -able(có thể được (tính từ))",không có biến thể đáng kể,pos=adjective; structure=[vary]-able
Word,variableness,Đã có trong MorphLink,the quality of being subject to variation,"vary(thay đổi, đa dạng) + -able(có thể được (tính từ)) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[vary]-able-ness
Word,variably,Đã có trong MorphLink,with variation,"vary(thay đổi, đa dạng) + -able(có thể được (tính từ)) + -y(có tính chất; danh từ/tính từ)",không có biến thể đáng kể,pos=adverb; structure=[vary]-able-y
Word,variance,Đã có trong MorphLink,an activity that varies from a norm or standard,"vary(thay đổi, đa dạng) + -ance(trạng thái, tính chất, hành động (danh từ))",không có biến thể đáng kể,pos=noun; structure=[vary]-ance
Word,variant,Đã có trong MorphLink,differing from a norm or standard,"vary(thay đổi, đa dạng) + -ant(người/vật thực hiện; có tính chất (danh từ/tính từ))",không có biến thể đáng kể,pos=adjective; structure=[vary]-ant
Word,variation,Đã có trong MorphLink,"a change, especially in the amount or level of something","vary(thay đổi, đa dạng) + -ion(hành động, quá trình, trạng thái (danh từ))",không có biến thể đáng kể,pos=noun; structure=[vary]-ion
Word,variety,Đã có trong MorphLink,several different sorts of the same thing,"vary(thay đổi, đa dạng) + -ity(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[vary]-ity
Word,various,Đã có trong MorphLink,several different,"vary(thay đổi, đa dạng) + -ious(có tính chất (tính từ))",không có biến thể đáng kể,pos=adjective; structure=[vary]-ious
Word,variously,Đã có trong MorphLink,in diverse ways,"vary(thay đổi, đa dạng) + -ious(có tính chất (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))",không có biến thể đáng kể,pos=adverb; structure=[vary]-ious-ly
Word,vaster,Đã có trong MorphLink,"vast(extremely large in area, size, amount, etc.) + -er(person who does; comparative)",vast(rộng lớn) + -er(người làm việc gì; so sánh hơn),không có biến thể đáng kể,pos=noun; structure=[vast]-er
Word,vastest,Đã có trong MorphLink,"vast(extremely large in area, size, amount, etc.) + -est(superlative)",vast(rộng lớn) + -est(so sánh nhất),không có biến thể đáng kể,pos=adjective; structure=[vast]-est
Word,vastly,Đã có trong MorphLink,to an exceedingly great extent or degree,vast(rộng lớn) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),không có biến thể đáng kể,pos=adverb; structure=[vast]-ly
Word,vastness,Đã có trong MorphLink,unusual largeness in size or extent or number,"vast(rộng lớn) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[vast]-ness
Word,vehicular,Đã có trong MorphLink,"of, relating to, or intended for motor vehicles",vehicle(phương tiện) + -ar(thuộc về (tính từ); người (danh từ)),không có biến thể đáng kể,pos=adjective; structure=[vehicle]-ar
Word,venturer,Đã có trong MorphLink,a person who enjoys taking risks,venture(mạo hiểm) + -er(người làm việc gì; so sánh hơn),không có biến thể đáng kể,pos=noun; structure=[venture]-er
Word,venturesome,Đã có trong MorphLink,disposed to venture or take risks,"venture(mạo hiểm) + -some(có xu hướng, đặc trưng bởi (tính từ))",không có biến thể đáng kể,pos=adjective; structure=[venture]-some
Word,venturesomeness,Đã có trong MorphLink,the trait of being adventurous,"venture(mạo hiểm) + -some(có xu hướng, đặc trưng bởi (tính từ)) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[venture]-some-ness
Word,verier,Đã có trong MorphLink,very(used to emphasize that you are talking about a particular thing or person and not about another) + -er(person who does; comparative),very(rất) + -er(người làm việc gì; so sánh hơn),không có biến thể đáng kể,pos=noun; structure=[very]-er
Word,veriest,Đã có trong MorphLink,very(used to emphasize that you are talking about a particular thing or person and not about another) + -est(superlative),very(rất) + -est(so sánh nhất),không có biến thể đáng kể,pos=adjective; structure=[very]-est
Word,versification,Đã có trong MorphLink,the art or practice of writing verse,"verse(câu thơ) + -ify(làm cho, khiến trở thành (động từ)) + -ion(hành động, quá trình, trạng thái (danh từ))",không có biến thể đáng kể,pos=noun; structure=[verse]-ify-ion
Word,versifier,Đã có trong MorphLink,a writer who composes rhymes,"verse(câu thơ) + -ify(làm cho, khiến trở thành (động từ)) + -er(người làm việc gì; so sánh hơn)",không có biến thể đáng kể,pos=noun; structure=[verse]-ify-er
Word,versify,Đã có trong MorphLink,to compose verses or put into verse,"verse(câu thơ) + -ify(làm cho, khiến trở thành (động từ))",không có biến thể đáng kể,pos=verb; structure=[verse]-ify
Word,vertically,Đã có trong MorphLink,in a vertical direction,vertical(thẳng đứng) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),không có biến thể đáng kể,pos=adverb; structure=[vertical]-ly
Word,viability,Đã có trong MorphLink,capable of normal growth and development,"viable(khả thi) + -ity(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[viable]-ity
Word,viably,Đã có trong MorphLink,viable(that can be done; that will be successful) + -y(having quality of; noun/adjective),viable(khả thi) + -y(có tính chất; danh từ/tính từ),không có biến thể đáng kể,pos=adjective; structure=[viable]-y
Word,vicelike,Đã có trong MorphLink,vice+like(criminal activities that involve sex or drugs + the things that you like),"vice+like(phó (chức vụ), thói xấu + thích, giống như)",không có biến thể đáng kể,pos=noun; structure=[vice+like]
Word,viciously,Đã có trong MorphLink,in a vicious manner,vicious(hung ác) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),không có biến thể đáng kể,pos=adverb; structure=[vicious]-ly
Word,viciousness,Đã có trong MorphLink,the trait of extreme cruelty,"vicious(hung ác) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[vicious]-ness
Word,victimization,Đã có trong MorphLink,"an act that exploits or victimizes someone, treats them unfairly","victim(nạn nhân) + -ize(làm cho, biến thành (động từ)) + -ion(hành động, quá trình, trạng thái (danh từ))",biến thể chính tả Anh-Anh: victimisation,pos=noun; structure=[victim]-ize-ion
Word,victimize,Đã có trong MorphLink,punish unjustly,"victim(nạn nhân) + -ize(làm cho, biến thành (động từ))",biến thể chính tả Anh-Anh: victimise,pos=verb; structure=[victim]-ize
Word,videotape,Đã có trong MorphLink,a relatively wide magnetic tape for use in recording visual images and associated sound,"video+tape(video + băng dính, băng ghi âm)",không có biến thể đáng kể,pos=noun; structure=[video+tape]
Word,viewer,Đã có trong MorphLink,a person watching television or a video on the internet,"view(quan điểm, tầm nhìn) + -er(người làm việc gì; so sánh hơn)",không có biến thể đáng kể,pos=noun; structure=[view]-er
Word,viewfinder,Đã có trong MorphLink,an optical device that helps a user to find the target of interest,"view+find(quan điểm, tầm nhìn + tìm thấy) + -er(người làm việc gì; so sánh hơn)",không có biến thể đáng kể,pos=noun; structure=[view+find]-er
Word,viewless,Đã có trong MorphLink,not having or expressing opinions or views,"view(quan điểm, tầm nhìn) + -less(không có (tính từ))",không có biến thể đáng kể,pos=adjective; structure=[view]-less
Word,viewpoint,Đã có trong MorphLink,a way of thinking about a subject,"view+point(quan điểm, tầm nhìn + điểm, chỉ ra)",không có biến thể đáng kể,pos=noun; structure=[view+point]
Word,villager,Đã có trong MorphLink,a person who lives in a village,village(làng quê) + -er(người làm việc gì; so sánh hơn),không có biến thể đáng kể,pos=noun; structure=[village]-er
Word,virtually,Đã có trong MorphLink,slightly short of or not quite accomplished,"virtual(ảo, gần như) + -y(có tính chất; danh từ/tính từ)",không có biến thể đáng kể,pos=adverb; structure=[virtual]-y
Word,virtuosity,Đã có trong MorphLink,"a technical skill, fluency, or style exhibited by a virtuoso","virtue(đức hạnh) + -ious(có tính chất (tính từ)) + -ity(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[virtue]-ious-ity
Word,virtuous,Đã có trong MorphLink,in a state of sexual virginity,virtue(đức hạnh) + -ious(có tính chất (tính từ)),không có biến thể đáng kể,pos=adjective; structure=[virtue]-ious
Word,virtuously,Đã có trong MorphLink,"in a chaste, moral, and virtuous manner",virtue(đức hạnh) + -ious(có tính chất (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),không có biến thể đáng kể,pos=adverb; structure=[virtue]-ious-ly
Word,visitation,Đã có trong MorphLink,an official visit for inspection or supervision,"visit(thăm viếng) + -ion(hành động, quá trình, trạng thái (danh từ))",không có biến thể đáng kể,pos=noun; structure=[visit]-ion
Word,visitor,Đã có trong MorphLink,a person who visits a person or place,visit(thăm viếng) + -or(người/vật thực hiện (danh từ)),không có biến thể đáng kể,pos=noun; structure=[visit]-or
Word,vitalism,Đã có trong MorphLink,a philosophical doctrine that says life is a vital principle distinct from physics and chemistry,"vital(thiết yếu) + -ism(niềm tin, học thuyết, tình trạng (danh từ))",không có biến thể đáng kể,pos=noun; structure=[vital]-ism
Word,vitalist,Đã có trong MorphLink,one who believes in vitalism,vital(thiết yếu) + -ist(người theo/thực hành (danh từ)),không có biến thể đáng kể,pos=noun; structure=[vital]-ist
Word,vitality,Đã có trong MorphLink,an energetic style,"vital(thiết yếu) + -ity(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[vital]-ity
Word,vitalization,Đã có trong MorphLink,the state of being vitalized and filled with life,"vital(thiết yếu) + -ize(làm cho, biến thành (động từ)) + -ion(hành động, quá trình, trạng thái (danh từ))",biến thể chính tả Anh-Anh: vitalisation,pos=noun; structure=[vital]-ize-ion
