word_nguyen_mau,frequency,cac_dang_gap,example_files
cyberspace,1,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 984 - Trainer Walking With Dinosaurs.md
dali,1,,🎯 IELTS/📖 Reading/📖 Practice test log - IELTS Academic Reading (BHV nguồn mới).md
dampness,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 432 - Teachers Role Fire Keeper.md
dancer,1,dancers,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 486 - Traditions Tourism Sanctuary.md
deaf,1,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 667 - The Myth of the Five Senses.md
deafen,1,deafening,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 449 - Mobile Phone Pocket Door.md
deafness,1,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 667 - The Myth of the Five Senses.md
dealer,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 363 - Tobacco Road Safety.md
dealing,1,dealings,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 456 - Perfect Society Loom.md
debase,1,debased,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 290 - Art Masterpiece Currency.md
debug,1,debugging,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 411 - Workplace Uniform Theater.md
deceitful,1,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 981 - How to Spot a Liar.md
decency,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 357 - Material Worth Currency.md
deceptively,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 469 - Food Technology Printing Press.md
decomposition,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 353 - Consumer Goods Digestion.md
deduce,1,deduced,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 449 - Mobile Phone Pocket Door.md
deduct,1,,"🎯 IELTS/📖 Reading/📖 07 - Map, diagram, table.md"
defective,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 421 - Crime Seed Soil.md
defense,1,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 666 - Fears.md
defiance,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 273 - Parenting Flight School.md
defuse,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 371 - World Cup Pressure Valve.md
delectable,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 483 - Junk Food Fishing Lure.md
delinquency,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 447 - Teenage Crime Lighthouse.md
dem,1,,"📖 Reading/📘 VB2/📝 05 - Making a living, making a difference.md"
democratic,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 254 - Internet Fame Open Stage.md
demolition,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 494 - Young Government House Renovation.md
denial,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 344 - Environmental Sacrifice Trust Fund.md
denigrate,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 442 - Science Students Headwaters.md
denmark,1,,📖 Reading/📗 NNA/📝 07 - Global Challenges.md
density,1,,📖 Reading/📗 NNA/📝 03 - City Solutions.md
dentist,1,dentists,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 459 - Best Time Alive Tower.md
dependably,1,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 981 - How to Spot a Liar.md
dependant,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 386 - Childless Couples Orchard.md
depiction,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 326 - Hot Cold Climate Palette.md
depositor,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 419 - Elderly Care Funding Ledger.md
derail,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 296 - Planning Future Ship Chart.md
destitution,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 440 - Economic Growth Hearth Fire.md
detention,1,detentions,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 452 - School Behaviour Echo.md
deterrence,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 436 - Fixed Punishments Prescription.md
detonate,1,detonates,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 446 - Teenage Adult Happiness Fireworks.md
devoutly,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 460 - Recycling Education Vaccination.md
diameter,1,,📖 Reading/📗 NNA/📝 04 - Danger Zones.md
diaper,1,diapers,📖 Reading/📘 VB2/📝 02 - Mother nature.md
dicky,1,,📖 Reading/📗 NNA/📝 05 - The Travel Business.md
dictatorial,1,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 672 - The Conquest of Malaria in Italy 1900 1962.md
differentiation,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 390 - Advertising Novelty Shop Window.md
digit,1,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 727 - Texting the Television.md
digitally,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 429 - Computer Invention Wheel.md
diligence,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 341 - Borrowing Money Crane.md
dine,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 409 - Eating Out Home Cooking Outsourcing.md
diplomatic,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 371 - World Cup Pressure Valve.md
disable,1,disabled,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 288 - City Building Design Control.md
disadvantageous,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 490 - Mental Physical Sport Bow Arrow.md
disapprove,1,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 665 - The Mozart Effect.md
discernment,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 319 - Image Versus Written Word.md
disclose,1,disclosed,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 311 - Tourist Pricing Club.md
discontinue,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 471 - Family Friends Roots.md
discord,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 496 - Technology Relationships Switchboard.md
discouragement,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 406 - Childrens Effort Message Dosage.md
disengagement,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 457 - Stress Doing Nothing Backpack.md
disgrace,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 471 - Family Friends Roots.md
disgraceful,1,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 672 - The Conquest of Malaria in Italy 1900 1962.md
disgust,1,disgusting,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 512 - Job Enjoyment vs Salary Daily Meal.md
disloyalty,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 375 - Promotion Seniority Starting Eleven.md
disorient,1,disoriented,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 354 - Student Exchange Graft.md
disperse,1,dispersed,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 461 - Car Ownership Sealed Room.md
displacement,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 298 - Charity Without Borders.md
dispose,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 353 - Consumer Goods Digestion.md
disrespectfully,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 486 - Traditions Tourism Sanctuary.md
dissatisfy,1,dissatisfied,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 348 - Ambition Fire.md
dissect,1,dissected,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 984 - Trainer Walking With Dinosaurs.md
distinctly,1,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 985 - Trainer the Robots Are Coming.md
distinguishable,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 473 - Traditional Music Mother Tongue.md
distrustful,1,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 672 - The Conquest of Malaria in Italy 1900 1962.md
divination,1,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 678 - Ancient Chinese Chariots.md
dizziness,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 459 - Best Time Alive Tower.md
domination,1,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 666 - Fears.md
donation,1,donations,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 343 - Medical Research Bucket Brigade.md
dope,1,doping,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 405 - Sports Sponsorship Pollination.md
doris,1,,📖 Reading/📗 NNA/📝 08 - Medical Innovations.md
doubtful,1,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 665 - The Mozart Effect.md
downhill,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 372 - Dangerous Sports Playing With Fire.md
drastic,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 448 - Early Tech House Foundations.md
drone,1,drones,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 336 - Student Attention Radio Signal.md
droop,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 424 - Elderly Loneliness Garden.md
drugstore,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 289 - Self Medication Cockpit.md
dryness,1,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 860 - Extinction of Aussie Animals.md
dubious,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 469 - Food Technology Printing Press.md
dullness,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 335 - Friends Who Agree Mirror Whetstone.md
dumbbell,1,dumbbells,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 477 - Handwriting Maths Mental Gym.md
dutchman,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 487 - Museums Local Art Mirrors.md
dwarf,1,,📖 Reading/📗 NNA/📝 08 - Medical Innovations.md
dwindle,1,dwindling,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 442 - Science Students Headwaters.md
dysfunctional,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 455 - Generations Workplace Warp Weft.md
dyslexia,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 477 - Handwriting Maths Mental Gym.md
eagerly,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 445 - Travel Adapt Customs Guest.md
eagle,1,eagles,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 671 - Koalas.md
earnest,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 254 - Internet Fame Open Stage.md
earphone,1,earphones,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 449 - Mobile Phone Pocket Door.md
easel,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 326 - Hot Cold Climate Palette.md
ecstatic,1,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 763 - Can Hurricanes Be Moderated or Diverted.md
edition,1,editions,📖 Reading/📗 NNA/📝 06 - Information Design.md
eerily,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 279 - Advertising Conformity Press.md
effluent,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 258 - Water Pollution Bloodstream.md
eighteenth,1,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 679 - History of Telegraph in Communication.md
eighty,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 331 - Inventors Doctors Lighthouse.md
elapse,1,elapsed,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 365 - Minimum Driving Age Chain of Command.md
electrification,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 448 - Early Tech House Foundations.md
electron,1,electrons,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 429 - Computer Invention Wheel.md
elegance,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 451 - Natural Beauty Endowment.md
eligible,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 478 - Housewife Salary Payroll.md
embark,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 479 - Teamwork Leadership Sled Team.md
embolden,1,emboldened,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 436 - Fixed Punishments Prescription.md
emigrant,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 499 - Professionals Home Country Nest Fledgling.md
eminent,1,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 833 - Mrs Carlill and the Carbolic Smoke Ball.md
enactment,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 302 - Blood Sports Inherited Blade.md
encircle,1,encircled,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 496 - Technology Relationships Switchboard.md
endorsement,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 302 - Blood Sports Inherited Blade.md
enlargement,1,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 672 - The Conquest of Malaria in Italy 1900 1962.md
entail,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 490 - Mental Physical Sport Bow Arrow.md
entice,1,enticing,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 502 - Travel Increase Frog in the Well.md
entirety,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 472 - Violent Sports Hearth.md
entryway,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 396 - Museum Admission Walled Garden.md
equate,1,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 673 - Inspired By Mimicking Mother Nature.md
equitable,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 346 - Road Funding Shared Pool.md
equivalence,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 350 - Abortion Legality Scale.md
erasure,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 445 - Travel Adapt Customs Guest.md
esl,1,,📖 Reading/📗 NNA/📝 09 - World Languages.md
ethically,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 416 - Politicians Honesty Lighthouse.md
euro,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 386 - Childless Couples Orchard.md
eve,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 472 - Violent Sports Hearth.md
everest,1,,🎯 IELTS/📖 Reading/📖 Practice test log - IELTS Academic Reading (BHV nguồn mới).md
eviction,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 294 - Unemployment Benefit Crutch.md
exactness,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 319 - Image Versus Written Word.md
exaggeration,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 378 - Printed Media Filtration Plant.md
examiner,1,examiners,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 345 - University Access Mountain Climb.md
exclusion,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 311 - Tourist Pricing Club.md
excrete,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 353 - Consumer Goods Digestion.md
execution,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 490 - Mental Physical Sport Bow Arrow.md
exemplary,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 267 - Art Talent Garden.md
exemplify,1,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 831 - Theory or Practice.md
existent,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 438 - Internet Misinformation Market.md
existential,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 479 - Teamwork Leadership Sled Team.md
expandable,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 390 - Advertising Novelty Shop Window.md
expiration,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 486 - Traditions Tourism Sanctuary.md
expiry,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 374 - Public Library Toolbox.md
explicitly,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 498 - Children Leisure Educational Fallow Field.md
exporter,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 469 - Food Technology Printing Press.md
extravagance,1,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 833 - Mrs Carlill and the Carbolic Smoke Ball.md
extrinsic,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 506 - Child Development Factors Soil and Weather.md
extroverted,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 501 - Outdoor vs Computer Games Flight Simulator.md
eyepiece,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 340 - Value of Art Telescope Mirror.md
fabrication,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 378 - Printed Media Filtration Plant.md
faint,1,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 667 - The Myth of the Five Senses.md
faintly,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 372 - Dangerous Sports Playing With Fire.md
familial,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 471 - Family Friends Roots.md
fantastic,1,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 801 - What Do Babies Know.md
faraway,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 454 - Domestic Holidays Home Waters.md
farmhouse,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 446 - Teenage Adult Happiness Fireworks.md
fascism,1,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 672 - The Conquest of Malaria in Italy 1900 1962.md
felipe,1,,📖 Reading/📗 NNA/📝 06 - Information Design.md
felony,1,felonies,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 481 - Technology Crime Streetlight.md
fester,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 491 - Rich Poor Nations Shared Sky.md
fetch,1,fetched,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 507 - Internet Instant Knowledge Free Buffet.md
fetus,1,,📖 Reading/📗 NNA/📝 08 - Medical Innovations.md
fiduciary,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 344 - Environmental Sacrifice Trust Fund.md
firefighter,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 411 - Workplace Uniform Theater.md
fishy,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 481 - Technology Crime Streetlight.md
fjord,1,fjords,📖 Reading/📗 NNA/📝 05 - The Travel Business.md
flatter,1,flattering,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 335 - Friends Who Agree Mirror Whetstone.md
flint,1,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 670 - Mass Production.md
flop,1,flops,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 411 - Workplace Uniform Theater.md
foam,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 253 - Ready Made Food Factory.md
following,1,followings,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 254 - Internet Fame Open Stage.md
fondly,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 426 - Kindness Civilization Mortar.md
foodstuff,1,foodstuffs,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 440 - Economic Growth Hearth Fire.md
foothold,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 508 - University Success Mountain Trail.md
footing,1,footings,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 423 - Economy Social Services Foundation.md
forebear,1,forebears,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 726 - The Study of Chimpanzee Culture.md
foreclose,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 369 - Endangered Languages Seedvault.md
forefinger,1,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 675 - Water Filter.md
foresight,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 331 - Inventors Doctors Lighthouse.md
forfeit,1,forfeits,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 417 - Rules and Laws Playing Field.md
formality,1,formalities,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 454 - Domestic Holidays Home Waters.md
fortissimo,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 288 - City Building Design Control.md
fortnight,1,,🎯 IELTS/📖 Reading/📖 01 - Tổng hợp.md
foundry,1,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 403 - Work Social Life Alloy.md
