word,pos,structure,meaning_en,meaning_vi
wallpaper,noun,[wall+paper],a decorative paper for the walls of rooms,wall+paper(bức tường + giấy)
wardresses,noun,[war+dress],"war+dress(a situation in which two or more countries or groups of people fight against each other over a period of time + a piece of clothing that is made in one piece and hangs down to cover the body as far as the legs, sometimes reaching to below the knees, or to the ankles)","war+dress(chiến tranh + váy, mặc quần áo)"
warfare,noun,[war+fare],"the activity of fighting a war, especially using particular weapons or methods",war+fare(chiến tranh + giá vé)
warfront,noun,[war+front],war+front(a situation in which two or more countries or groups of people fight against each other over a period of time + on or at the front of something),war+front(chiến tranh + phía trước)
warhead,noun,[war+head],the front part of a guided missile or rocket or torpedo that carries the nuclear or explosive charge or the chemical or biological agents,"war+head(chiến tranh + đầu, người đứng đầu)"
warhorse,noun,[war+horse],horse used in war,war+horse(chiến tranh + ngựa)
warlike,adjective,[war+like],suggesting war or military life,"war+like(chiến tranh + thích, giống như)"
warlord,noun,[war+lord],supreme military leader exercising civil power in a region especially one accountable to nobody when the central government is weak,war+lord(chiến tranh + lãnh chúa)
warship,noun,[war+ship],a government ship that is available for waging war,war+ship(chiến tranh + con tàu)
wartime,noun,[war+time],a period of time during which there is armed conflict,war+time(chiến tranh + thời gian)
wardroom,noun,[ward+room],military quarters for dining and recreation for officers of a warship (except the captain),"ward+room(khu bệnh viện, phường + căn phòng)"
warmhearted,adjective,[warm+heart],marked by warmth of feeling like kindness and sympathy and generosity,warm+heart(ấm áp + trái tim)
warmup,adjective,[warm+up],"warm+up(at a fairly high temperature in a way that is pleasant, rather than being hot or cold + towards or in a higher position)",warm+up(ấm áp + lên trên)
washboard,noun,[wash+board],protective covering consisting of a broad plank along a gunwale to keep water from splashing over the side,"wash+board(rửa + ban, bảng, tấm ván)"
washbowl,noun,[wash+bowl],a basin for washing the hands (`wash-hand basin' is a British expression),wash+bowl(rửa + cái bát)
washcloth,noun,[wash+cloth],bath linen consisting of a piece of cloth used to wash the face and body,wash+cloth(rửa + vải)
washday,noun,[wash+day],a day set aside for doing household laundry,wash+day(rửa + ngày)
washhouse,noun,[wash+house],a building or outbuilding where laundry is done,wash+house(rửa + ngôi nhà)
washout,noun,[wash+out],someone who is unsuccessful,wash+out(rửa + ra ngoài)
washroom,noun,[wash+room],a lavatory (particularly a lavatory in a public place),wash+room(rửa + căn phòng)
washstand,noun,[wash+stand],a bathroom sink that is permanently installed and connected to a water supply and drainpipe,wash+stand(rửa + đứng)
washerwoman,noun,[wash+woman]-er,a working woman who takes in washing,wash+woman(rửa + phụ nữ) + -er(người làm việc gì; so sánh hơn)
wastebasket,noun,[waste+basket],a container with an open top,"waste+basket(lãng phí + giỏ, rổ)"
wasteland,noun,[waste+land],an uninhabited wilderness that is worthless for cultivation,waste+land(lãng phí + đất đai)
wastewater,noun,[waste+water],water mixed with waste matter,waste+water(lãng phí + nước)
watchband,noun,[watch+band],a band of cloth or leather or metal links attached to a wristwatch and wrapped around the wrist,"watch+band(xem, đồng hồ + ban nhạc, dải băng)"
watchdog,noun,[watch+dog],a dog trained to guard property,"watch+dog(xem, đồng hồ + con chó)"
watchmaker,noun,[watch+make]-er,someone who makes or repairs watches,"watch+make(xem, đồng hồ + làm) + -er(người làm việc gì; so sánh hơn)"
watchman,noun,[watch+man],a guard who keeps watch,"watch+man(xem, đồng hồ + đàn ông)"
watchtower,noun,[watch+tower],an observation tower for a lookout to watch over prisoners or watch for fires or enemies,"watch+tower(xem, đồng hồ + tòa tháp)"
watchword,noun,[watch+word],a secret word or phrase known only to a restricted group,"watch+word(xem, đồng hồ + từ ngữ)"
waterbird,noun,[water+bird],freshwater aquatic bird,water+bird(nước + chim)
waterbury,noun,[water+bury],"water+bury(a liquid without colour, smell or taste that falls as rain, is in lakes, rivers and seas, and is used for drinking, washing, etc. + to place a dead body in the ground)",water+bury(nước + chôn cất)
watercolor,noun,[water+color],the art or technique of painting with watercolors,water+color(nước + màu sắc)
watercourse,noun,[water+course],a conduit through which water flows,"water+course(nước + khóa học, đường đi)"
waterfall,noun,[water+fall],a steep descent of the water of a river,"water+fall(nước + rơi, mùa thu)"
waterflows,noun,[water+flow],"water+flow(a liquid without colour, smell or taste that falls as rain, is in lakes, rivers and seas, and is used for drinking, washing, etc. + the steady and continuous movement of something/somebody in one direction)",water+flow(nước + dòng chảy)
waterfront,noun,[water+front],the area of a city (such as a harbor or dockyard) alongside a body of water,water+front(nước + phía trước)
waterline,noun,[water+line],a line corresponding to the surface of the water when the vessel is afloat on an even keel,water+line(nước + đường kẻ)
waterlogged,adjective,[water+log],(of soil) soft and watery,"water+log(nước + khúc gỗ, nhật ký)"
waterman,noun,[water+man],someone who drives or rides in a boat,water+man(nước + đàn ông)
watermark,noun,[water+mark],a distinguishing mark impressed on paper during manufacture,"water+mark(nước + dấu, đánh dấu)"
watermill,noun,[water+mill],"water+mill(a liquid without colour, smell or taste that falls as rain, is in lakes, rivers and seas, and is used for drinking, washing, etc. + a building fitted with equipment for grinding grain into flour; a machine for grinding grain)",water+mill(nước + nhà máy)
waterpower,noun,[water+power],the power to do work that is latent in a head of water,"water+power(nước + quyền lực, sức mạnh)"
waterproof,adjective,[water+proof],not permitting the passage of water,water+proof(nước + bằng chứng)
watershed,noun,[water+shed],an event marking a unique or important historical change of course or one on which important developments depend,"water+shed(nước + nhà kho, đổ (nước mắt))"
waterside,noun,[water+side],land bordering a body of water,water+side(nước + bên cạnh)
watertable,noun,[water+table],"water+table(a liquid without colour, smell or taste that falls as rain, is in lakes, rivers and seas, and is used for drinking, washing, etc. + a piece of furniture that consists of a flat top supported by legs)",water+table(nước + cái bàn)
watertight,adjective,[water+tight],without flaws or loopholes,"water+tight(nước + chật, chặt)"
waterway,noun,[water+way],a conduit through which water flows,"water+way(nước + con đường, cách thức)"
waterwings,noun,[water+wing],"water+wing(a liquid without colour, smell or taste that falls as rain, is in lakes, rivers and seas, and is used for drinking, washing, etc. + one of the parts of the body of a bird, insect or bat that it uses for flying)",water+wing(nước + cánh)
waterworks,noun,[water+work],workplace where water is stored and purified and distributed for a community,water+work(nước + công việc)
wavelength,noun,[wave+length],the distance (measured in the direction of propagation) between two points in the same phase in consecutive cycles of a wave,"wave+length(sóng, vẫy tay + chiều dài)"
waybill,noun,[way+bill],a receipt given by the carrier to the shipper acknowledging receipt of the goods being shipped and specifying the terms of delivery,"way+bill(con đường, cách thức + hóa đơn, dự luật)"
wayfarer,noun,[way+fare]-er,a traveler going on a trip,"way+fare(con đường, cách thức + giá vé) + -er(người làm việc gì; so sánh hơn)"
wayfaring,adjective,[way+fare],traveling especially on foot,"way+fare(con đường, cách thức + giá vé)"
waylay,verb,[way+lay],wait in hiding to attack,"way+lay(con đường, cách thức + đặt xuống, đẻ trứng)"
wayside,noun,[way+side],edge of a way or road or path,"way+side(con đường, cách thức + bên cạnh)"
weatherbeaten,verb,[weather+beat]-en,"weather+beat(the condition of the atmosphere at a particular place and time, such as the temperature, and if there is wind, rain, sun, etc. + a single hit to something, such as a drum, or a movement of something, such as your heart; the sound that this makes) + -en(to make (verb); made of (adjective))","weather+beat(thời tiết + đánh, nhịp đập) + -en(làm cho (động từ); làm bằng (tính từ))"
weatherboard,noun,[weather+board],the side toward the wind,"weather+board(thời tiết + ban, bảng, tấm ván)"
weatherglass,noun,[weather+glass],a simple barometer for indicating changes in atmospheric pressure,"weather+glass(thời tiết + kính, ly)"
weatherman,noun,[weather+man],predicts the weather,weather+man(thời tiết + đàn ông)
weatherproof,adjective,[weather+proof],able to withstand exposure to weather without damage,weather+proof(thời tiết + bằng chứng)
weatherstrip,noun,[weather+strip],a narrow strip of material to cover the joint of a door or window to exclude the cold,"weather+strip(thời tiết + dải, cởi bỏ)"
wedlock,noun,[wed+lock],the state of being a married couple voluntarily joined for life (or until divorce),wed+lock(kết hôn + khóa)
weekday,noun,[week+day],any day except Sunday (and sometimes except Saturday),week+day(tuần lễ + ngày)
weekender,noun,[week+end]-er,a small suitcase to carry clothing and accessories for a weekend trip,week+end(tuần lễ + kết thúc) + -er(người làm việc gì; so sánh hơn)
weekend,noun,[week+end],Saturday and Sunday,week+end(tuần lễ + kết thúc)
weeknight,noun,[week+night],any night of the week except Saturday or Sunday,week+night(tuần lễ + ban đêm)
weighbridge,noun,[weigh+bridge],platform scale flush with a roadway for weighing vehicles and cattle etc,weigh+bridge(cân nặng + cây cầu)
wellbeing,noun,[well+be],a contented state of being happy and healthy and prosperous,"well+be(tốt, giếng nước + là, tồn tại)"
wellborn,adjective,[well+born],of good or upper-class lineage,"well+born(tốt, giếng nước + sinh ra)"
wellknown,unknown,[well+know]-n,"well+know(in good health + to have information in your mind as a result of experience or because you have learned or been told it) + -n([INFLECTION] past-participle ending (VD: blown, drawn))","well+know(tốt, giếng nước + biết) + -n([NGỮ PHÁP] đuôi phân từ quá khứ (VD blown, drawn))"
wellspring,noun,[well+spring],an abundant source,"well+spring(tốt, giếng nước + mùa xuân, lò xo)"
westbound,adjective,[west+bound],moving toward the west,"west+bound(phía tây + ràng buộc, giới hạn)"
westernmost,adjective,[west+most]-ern,farthest to the west,"west+most(phía tây + nhiều nhất) + -ern(phương hướng (tính từ, VD southern))"
wetlands,adjective,[wet+land],"wet+land(covered with or containing liquid, especially water + the surface of the earth that is not sea)",wet+land(ướt + đất đai)
whatever,adverb,[what+ever],not at all; not of any kind,"what+ever(cái gì + từng, mãi mãi)"
whatnot,noun,[what+not],miscellaneous curios,what+not(cái gì + không)
whatsoever,adverb,[what+so+ever],not at all; not of any kind,"what+so+ever(cái gì + vì vậy + từng, mãi mãi)"
wheelbase,noun,[wheel+base],the distance from the center of a car's front wheel to the rear axle,"wheel+base(bánh xe + căn cứ, cơ sở)"
