root_word,kieu_ket_hop,cong_thuc,vi_du_tu_moi,so_luong_vi_du
strain,Prefix + Root + Suffix,prefix + strain + suffix,"constrainedly, constraint, restraint",3
strange,Prefix + Root,prefix + strange,estrange,1
strange,Root + Suffix,strange + suffix,"strangely, strangeness, stranger, strangest",4
strange,Prefix + Root + Suffix,prefix + strange + suffix,estrangement,1
stream,Word + Word,stream + line,"streamline, streamside",2
stream,Prefix + Root,prefix + stream,"downstream, midstream, upstream",3
stream,Root + Suffix,stream + suffix,"streamer, streamlet",2
street,Word + Word,street + car,"streetcar, streetlight, streetwalker",3
strength,Root + Suffix,strength + suffix,strengthen,1
stress,Prefix + Root,prefix + stress,"prestressed, unstressed",2
stress,Root + Suffix,stress + suffix,stressful,1
stretch,Prefix + Root,prefix + stretch,outstretched,1
stretch,Root + Suffix,stretch + suffix,"stretchable, stretcher, stretchier, stretchiest, stretchiness, stretchy",6
strict,Prefix + Root,prefix + strict,"constrict, derestrict, restrict, unrestricted",4
strict,Root + Suffix,strict + suffix,"stricter, strictest, strictly, strictness, stricture",5
strict,Prefix + Root + Suffix,prefix + strict + suffix,"constriction, constrictive, constrictor, nonrestrictive, restriction, restrictive, restrictively, restrictiveness (+1 từ khác)",9
strike,Word + Word,strike + bound,"strikebound, strikebreaker, strikebreaking",3
strike,Root + Suffix,strike + suffix,"striker, strikingly",2
string,Prefix + Root,prefix + string,unstring,1
string,Root + Suffix,string + suffix,"stringency, stringent, stringently, stringier, stringiest, stringiness, stringy",7
string,Prefix + Root + Suffix,prefix + string + suffix,astringent,1
strip,Prefix + Root,prefix + strip,outstrip,1
strip,Root + Suffix,strip + suffix,"stripling, stripper",2
strive,Root + Suffix,strive + suffix,striver,1
strong,Word + Word,strong + arm,"strongarm, strongbox, stronghold, strongrooms",4
strong,Root + Suffix,strong + suffix,"stronger, strongest, strongly",3
stuff,Prefix + Root,prefix + stuff,overstuffed,1
stuff,Root + Suffix,stuff + suffix,"stuffier, stuffiest, stuffily, stuffiness, stuffy",5
stuff,Prefix + Root + Suffix,prefix + stuff + suffix,unstuffy,1
stumble,Root + Suffix,stumble + suffix,stumbler,1
stun,Root + Suffix,stun + suffix,"stunner, stunningly",2
stupid,Root + Suffix,stupid + suffix,"stupider, stupidest, stupidity, stupidly",4
style,Word + Word,style + mark,stylemark,1
style,Root + Suffix,style + suffix,"styleless, stylish, stylishly, stylishness, stylist, stylistic, stylistically, stylization (+2 từ khác)",10
submit,Root + Suffix,submit + suffix,"submission, submissive, submissively, submissiveness",4
subsequent,Root + Suffix,subsequent + suffix,subsequently,1
substance,Root + Suffix,substance + suffix,"substantial, substantially, substantiate, substantiation, substantive, substantively",6
substance,Prefix + Root + Suffix,prefix + substance + suffix,"consubstantiation, insubstantial",2
subtle,Root + Suffix,subtle + suffix,"subtler, subtlest, subtlety, subtly",4
success,Root + Suffix,success + suffix,"successful, successfully",2
success,Prefix + Root + Suffix,prefix + success + suffix,"unsuccessful, unsuccessfully",2
successive,Root + Suffix,successive + suffix,successively,1
successor,Root + Suffix,successor + suffix,successorship,1
such,Word + Word,such + like,suchlike,1
suck,Root + Suffix,suck + suffix,"sucker, suction",2
sudden,Root + Suffix,sudden + suffix,"suddenly, suddenness",2
suffer,Root + Suffix,suffer + suffix,"sufferable, sufferance, sufferer",3
suffer,Prefix + Root + Suffix,prefix + suffer + suffix,"insufferable, insufferably",2
sugar,Root + Suffix,sugar + suffix,"sugarier, sugariest, sugarless, sugary",4
suggest,Root + Suffix,suggest + suffix,"suggestibility, suggestible, suggestion, suggestive, suggestively",5
suit,Word + Word,suit + case,suitcase,1
suit,Prefix + Root,prefix + suit,unsuited,1
suit,Root + Suffix,suit + suffix,"suitability, suitable, suitableness, suitably, suitor",5
suit,Prefix + Root + Suffix,prefix + suit + suffix,"unsuitable, unsuitably",2
sum,Word + Word,sum + mate,summate,1
sum,Root + Suffix,sum + suffix,summation,1
summer,Word + Word,summer + house,"summerhouse, summertime",2
summer,Prefix + Root,prefix + summer,midsummer,1
summer,Root + Suffix,summer + suffix,"summerier, summeriest, summery",3
sun,Word + Word,sun + bake,"sunbaked, sunbathe, sunbather, sunbeam, sunblind, sunburn, sunburnt, sunburst (+18 từ khác)",26
sun,Root + Suffix,sun + suffix,"sunless, sunnier, sunniest, sunnily, sunniness, sunny",6
superb,Root + Suffix,superb + suffix,superbly,1
superior,Root + Suffix,superior + suffix,superiority,1
supply,Root + Suffix,supply + suffix,supplier,1
support,Prefix + Root,prefix + support,unsupported,1
support,Root + Suffix,support + suffix,"supportable, supporter, supportive",3
support,Prefix + Root + Suffix,prefix + support + suffix,"insupportable, unsupportable",2
supreme,Root + Suffix,supreme + suffix,"supremacist, supremacy, supremely",3
sure,Word + Word,sure + fire,"surefire, surefooted, surefootedly, surefootedness",4
sure,Prefix + Root,prefix + sure,"assure, ensure, insure, reassure, unsure",5
sure,Root + Suffix,sure + suffix,"surely, sureness, surer, surest, surety",5
sure,Prefix + Root + Suffix,prefix + sure + suffix,"assurance, assuredly, insurance, insurer, reassurance, reassuringly, reinsurance",7
surface,Prefix + Root,prefix + surface,resurface,1
surge,Prefix + Root,prefix + surge,upsurge,1
surge,Root + Suffix,surge + suffix,surgeon,1
surge,Prefix + Root + Suffix,prefix + surge + suffix,"insurgence, insurgent",2
surprise,Root + Suffix,surprise + suffix,surprisedly,1
suspect,Prefix + Root,prefix + suspect,unsuspecting,1
swallow,Root + Suffix,swallow + suffix,swallower,1
swear,Word + Word,swear + word,swearword,1
swear,Prefix + Root,prefix + swear,forswear,1
swear,Root + Suffix,swear + suffix,swearer,1
sweep,Word + Word,sweep + stake,sweepstake,1
sweep,Root + Suffix,sweep + suffix,"sweeper, sweepingly",2
sweet,Word + Word,sweet + bread,"sweetbread, sweetheart, sweetmeat",3
sweet,Root + Suffix,sweet + suffix,"sweeten, sweetener, sweeter, sweetest, sweetie, sweetish, sweetly, sweetness",8
swim,Word + Word,swim + suit,swimsuit,1
swim,Root + Suffix,swim + suffix,"swimmer, swimmingly",2
swing,Prefix + Root,prefix + swing,upswing,1
swing,Root + Suffix,swing + suffix,"swinger, swingingly, swingy",3
switch,Word + Word,switch + back,"switchback, switchblade, switchboard, switchgear, switchman, switchover",6
switch,Root + Suffix,switch + suffix,switchable,1
sword,Word + Word,sword + fish,"swordfish, swordplay, swordsman, swordsmanship, swordstick",5
symbol,Root + Suffix,symbol + suffix,"symbolic, symbolical, symbolically, symbolism, symbolist, symbolization, symbolize",7
symptom,Root + Suffix,symptom + suffix,"symptomatic, symptomatically",2
system,Prefix + Root,prefix + system,subsystem,1
system,Root + Suffix,system + suffix,"systematical, systematically, systematize, systemic, systemization",5
system,Prefix + Root + Suffix,prefix + system + suffix,nonsystematic,1
table,Word + Word,table + cloth,"tablecloth, tableland, tablespoon, tablespoonful",4
table,Root + Suffix,table + suffix,"tabular, tabulate, tabulation, tabulator",4
tactic,Prefix + Root,prefix + tactic,syntactic,1
tactic,Root + Suffix,tactic + suffix,"tactical, tactically, tactician",3
tactic,Prefix + Root + Suffix,prefix + tactic + suffix,"syntactical, syntactically",2
tail,Word + Word,tail + back,"tailback, tailgate, taillight, tailpiece, tailspin, tailwind",6
tail,Prefix + Root,prefix + tail,entail,1
tail,Root + Suffix,tail + suffix,tailless,1
take,Word + Word,take + away,"takeaway, takeoff, takeover",3
take,Prefix + Root,prefix + take,"intake, mistake, overtake, retake, undertake, uptake",6
take,Root + Suffix,take + suffix,"taken, taker",2
take,Prefix + Root + Suffix,prefix + take + suffix,"betaken, mistakable, mistaken, mistakenly, overtaken, retaken, undertaken, undertaker (+2 từ khác)",10
talk,Prefix + Root,prefix + talk,backtalk,1
talk,Root + Suffix,talk + suffix,"talkative, talkativeness, talker, talky",4
tall,Root + Suffix,tall + suffix,"taller, tallest, tallish, tallness",4
tank,Prefix + Root,prefix + tank,antitank,1
tank,Root + Suffix,tank + suffix,tanker,1
tap,Word + Word,tap + room,"taproom, taproot",2
tap,Prefix + Root,prefix + tap,untapped,1
tape,Word + Word,tape + worm,tapeworm,1
task,Word + Word,task + master,taskmaster,1
taste,Prefix + Root,prefix + taste,"aftertaste, distaste, foretaste",3
taste,Root + Suffix,taste + suffix,"tasteful, tastefully, tastefulness, tasteless, tastelessly, tastelessness, taster, tastier (+3 từ khác)",11
taste,Prefix + Root + Suffix,prefix + taste + suffix,"distasteful, distastefully, distastefulness",3
tax,Word + Word,tax + pay,"taxpayer, taxpaying",2
tax,Prefix + Root,prefix + tax,"overtax, supertax, surtax, syntax",4
tax,Root + Suffix,tax + suffix,"taxability, taxable, taxation",3
tea,Word + Word,tea + bag,"teabag, teabags, teacake, teacup, teacupful, teahouse, tealeaf, tealeaves (+5 từ khác)",13
teach,Prefix + Root,prefix + teach,unteach,1
teach,Root + Suffix,teach + suffix,"teachable, teacher",2
team,Word + Word,team + mate,"teammate, teamwork",2
team,Root + Suffix,team + suffix,teamster,1
tear,Word + Word,tear + drop,"teardrop, teargas",2
tear,Root + Suffix,tear + suffix,"tearful, tearfully, tearfulness, tearless, tearlessly",5
teen,Word + Word,teen + age,"teenage, teenager",2
teen,Root + Suffix,teen + suffix,"teenier, teeniest",2
tell,Word + Word,tell + tale,telltale,1
tell,Prefix + Root,prefix + tell,"foretell, retell",2
tell,Root + Suffix,tell + suffix,"teller, tellingly",2
tell,Prefix + Root + Suffix,prefix + tell + suffix,untellable,1
tempt,Root + Suffix,tempt + suffix,"temptation, tempter, temptingly, temptress",4
ten,Word + Word,ten + pin,"tenpin, tenspot",2
ten,Root + Suffix,ten + suffix,"tenability, tenable, tenacious, tenaciously, tenaciousness, tenacity, tenancy, tenant (+5 từ khác)",13
ten,Prefix + Root + Suffix,prefix + ten + suffix,"subtenant, sustenance, untenable, untenanted",4
tend,Prefix + Root,prefix + tend,"distend, extend, intend, superintend, unintended",5
tend,Root + Suffix,tend + suffix,"tendency, tendentious",2
tend,Prefix + Root + Suffix,prefix + tend + suffix,"distension, extension, extensive, extensively, extensiveness, extensor, intendant, intention (+3 từ khác)",11
tender,Word + Word,tender + foot,"tenderfoot, tenderhearted, tenderheartedly, tenderheartedness",4
tender,Root + Suffix,tender + suffix,"tenderer, tenderest, tenderize, tenderly, tenderness",5
tent,Prefix + Root,prefix + tent,"extent, intent",2
tent,Prefix + Root + Suffix,prefix + tent + suffix,"detention, intently, intentness, retention, retentive, retentively, retentiveness",7
territory,Root + Suffix,territory + suffix,territorial,1
territory,Prefix + Root + Suffix,prefix + territory + suffix,"exterritorial, extraterritorial",2
test,Prefix + Root,prefix + test,"contest, pretest",2
test,Root + Suffix,test + suffix,"testament, testamentary, testate, testators, tester, testify",6
test,Prefix + Root + Suffix,prefix + test + suffix,"contestable, contestant, incontestability, incontestable, incontestably, intestate",6
text,Word + Word,text + book,textbook,1
text,Prefix + Root,prefix + text,context,1
text,Root + Suffix,text + suffix,textual,1
text,Prefix + Root + Suffix,prefix + text + suffix,"contextual, contextually",2
thank,Word + Word,thank + give,thanksgiving,1
thank,Root + Suffix,thank + suffix,"thankful, thankfully, thankfulness, thankless, thanklessly, thanklessness",6
theater,Word + Word,theater + go,"theatergoing, theatregoer",2
theater,Root + Suffix,theater + suffix,"theatrical, theatrically",2
them,Word + Word,them + self,themselves,1
theme,Root + Suffix,theme + suffix,thematic,1
theme,Prefix + Root + Suffix,prefix + theme + suffix,unthematic,1
there,Word + Word,there + about,"thereabout, thereafter, thereby, therefrom, therein, thereof, thereon, thereto (+3 từ khác)",11
thick,Word + Word,thick + head,"thickheaded, thickset",2
thick,Root + Suffix,thick + suffix,"thicken, thickener, thicker, thickest, thickly, thickness",6
thin,Root + Suffix,thin + suffix,"thinly, thinner, thinness, thinnest",4
thing,Root + Suffix,thing + suffix,thingummy,1
think,Prefix + Root,prefix + think,"bethink, rethink, unthinking",3
think,Root + Suffix,think + suffix,"thinkable, thinker",2
think,Prefix + Root + Suffix,prefix + think + suffix,"unthinkable, unthinkingly",2
third,Root + Suffix,third + suffix,thirdly,1
thorough,Word + Word,thorough + breed,"thoroughbred, thoroughfare, thoroughgoing",3
thorough,Root + Suffix,thorough + suffix,"thoroughly, thoroughness",2
though,Prefix + Root,prefix + though,although,1
thought,Prefix + Root,prefix + thought,"afterthought, bethought, forethought, rethought",4
thought,Root + Suffix,thought + suffix,"thoughtful, thoughtfully, thoughtfulness, thoughtless, thoughtlessly, thoughtlessness",6
thousand,Root + Suffix,thousand + suffix,"thousandfold, thousandth",2
thread,Word + Word,thread + bare,"threadbare, threadlike",2
threat,Root + Suffix,threat + suffix,"threaten, threateningly",2
three,Word + Word,three + teen,"thirteens, thirteenths",2
three,Root + Suffix,three + suffix,"thirteen, thirteenth, thirtieth, thirty, threefold, threesome",6
thrill,Root + Suffix,thrill + suffix,"thriller, thrillingly",2
thrive,Root + Suffix,thrive + suffix,thriven,1
throat,Root + Suffix,throat + suffix,"throatier, throatily, throatiness, throaty",4
throw,Word + Word,throw + away,"throwaway, throwback",2
throw,Prefix + Root,prefix + throw,overthrow,1
throw,Root + Suffix,throw + suffix,"thrower, thrown",2
throw,Prefix + Root + Suffix,prefix + throw + suffix,overthrown,1
thumb,Word + Word,thumb + nail,"thumbnail, thumbscrew",2
tide,Word + Word,tide + land,"tidelands, tidemark, tidewater",3
tide,Root + Suffix,tide + suffix,tidal,1
tidy,Prefix + Root,prefix + tidy,untidy,1
tidy,Root + Suffix,tidy + suffix,"tidier, tidiest, tidily, tidiness",4
tidy,Prefix + Root + Suffix,prefix + tidy + suffix,"untidier, untidiest, untidily, untidiness",4
tie,Word + Word,tie + break,"tiebreak, tiebreaker, tiepin",3
tie,Prefix + Root,prefix + tie,"retied, untie",2
tight,Word + Word,tight + rope,tightrope,1
tight,Prefix + Root,prefix + tight,uptight,1
tight,Root + Suffix,tight + suffix,"tighten, tighter, tightest, tightly, tightness",5
till,Root + Suffix,till + suffix,"tillage, tiller",2
timber,Word + Word,timber + land,timberlands,1
time,Word + Word,time + keep,"timekeeper, timepiece, timesaving, timeserver, timeserving, timetable",6
time,Prefix + Root,prefix + time,"halftime, mistime, overtime",3
time,Root + Suffix,time + suffix,"timeless, timelessly, timelessness, timelier, timeliest, timeliness, timely, timer",8
time,Prefix + Root + Suffix,prefix + time + suffix,"untimeliness, untimely",2
tin,Word + Word,tin + typo,tintype,1
tin,Root + Suffix,tin + suffix,"tinnier, tinniest, tinny",3
tiny,Root + Suffix,tiny + suffix,"tinier, tiniest",2
tip,Word + Word,tip + off,"tipoff, tipstaff, tiptoe",3
tip,Root + Suffix,tip + suffix,"tipper, tipster",2
tire,Prefix + Root,prefix + tire,untiring,1
tire,Root + Suffix,tire + suffix,"tiredly, tiredness, tireless, tirelessly, tiresome, tiresomely",6
tire,Prefix + Root + Suffix,prefix + tire + suffix,untiringly,1
title,Word + Word,title + hold,titleholder,1
title,Prefix + Root,prefix + title,"entitle, subtitle",2
title,Root + Suffix,title + suffix,titular,1
title,Prefix + Root + Suffix,prefix + title + suffix,entitlement,1
to,Word + Word,to + day,"today, today'll, tonight",3
to,Prefix + Root,prefix + to,"into, onto",2
tobacco,Root + Suffix,tobacco + suffix,tobacconist,1
toe,Word + Word,toe + hold,"toehold, toenail",2
together,Root + Suffix,together + suffix,togetherness,1
toilet,Root + Suffix,toilet + suffix,toiletries,1
toll,Word + Word,toll + gate,"tollgate, tollhouse",2
