word,trang_thai,cong_thuc_hoac_nguon,meaning_en,meaning_vi
sacrificing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sacrific+-ing,,
saddled,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,saddle+-ed,,
saddles,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,saddle+-es,,
saddling,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,saddle+-ing,,
safes,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,safe+-es,,
sailed,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sail+-ed,,
sailing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sail+-ing,,
sailings,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sail+-ings,,
salaried,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,salary+-ed,,
salaries,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,salary+-es,,
salary,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sale+-ary,,
sales,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sale+-es,,
salient,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sale+-ient,,
salience,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sali+-ence,,
salines,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,salin+-es,,
sallied,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sally+-ed,,
sallies,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sally+-es,,
sallying,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sally+-ing,,
salted,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,salt+-ed,,
salting,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,salt+-ing,,
salvation,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,salv+-ation,,
salved,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,salv+-ed,,
salvers,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,salv+-ers,,
salves,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,salv+-es,,
salving,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,salv+-ing,,
salvaged,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,salvage+-ed,,
salvages,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,salvage+-es,,
salvaging,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,salvage+-ing,,
sames,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,same+-es,,
sampled,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sample+-ed,,
samplers,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sample+-ers,,
samples,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sample+-es,,
sampling,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sample+-ing,,
samplings,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sample+-ings,,
sanctioned,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sanction+-ed,,
sanctioning,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sanction+-ing,,
sanctuaries,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sanctuary+-es,,
sanded,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sand+-ed,,
sanders,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sand+-ers,,
sanding,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sand+-ing,,
sanguinary,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sanguine+-ary,,
sanitary,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sanit+-ary,,
sanitation,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sanit+-ation,,
satellited,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,satellite+-ed,,
satellites,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,satellite+-es,,
satelliting,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,satellite+-ing,,
satisfy,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,satis+-fy,,
satisfied,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,satisfy+-ed,,
satisfies,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,satisfy+-es,,
satisfying,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,satisfy+-ing,,
saturation,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,satur+-ation,,
sauced,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sauce+-ed,,
saucers,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sauce+-ers,,
sauces,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sauce+-es,,
saucing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sauce+-ing,,
saved,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,save+-ed,,
savers,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,save+-ers,,
saves,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,save+-es,,
saving,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,save+-ing,,
savings,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,save+-ings,,
scaffolding,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scaffold+-ing,,
scaled,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scale+-ed,,
scales,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scale+-es,,
scaling,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scale+-ing,,
scammed,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scam+-ed,,
scammers,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scam+-ers,,
scamming,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scam+-ing,,
scanned,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scan+-ed,,
scanners,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scan+-ers,,
scanning,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scan+-ing,,
scansion,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scan+-sion,,
scanter,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scan+-ter,,
scanting,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scan+-ting,,
scanty,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scan+-ty,,
scarce,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scar+-ce,,
scared,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scar+-ed,,
scares,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scar+-es,,
scaring,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scar+-ing,,
scarcest,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scarce+-st,,
scarfed,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scarf+-ed,,
scarfing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scarf+-ing,,
scattered,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scatter+-ed,,
scattering,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scatter+-ing,,
scavenged,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scavenge+-ed,,
scavengers,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scavenge+-ers,,
scavenges,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scavenge+-es,,
scavenging,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scavenge+-ing,,
scenes,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scene+-es,,
scented,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scent+-ed,,
scenting,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scent+-ing,,
scheduled,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,schedule+-ed,,
schedulers,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,schedule+-ers,,
schedules,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,schedule+-es,,
scheduling,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,schedule+-ing,,
schemed,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scheme+-ed,,
schemers,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scheme+-ers,,
schemes,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scheme+-es,,
scheming,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scheme+-ing,,
schooled,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,school+-ed,,
schooling,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,school+-ing,,
sciences,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,science+-es,,
scolded,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scold+-ed,,
scolding,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scold+-ing,,
scoldings,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scold+-ings,,
scoped,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scope+-ed,,
scopes,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scope+-es,,
scoping,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scope+-ing,,
scorched,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scorch+-ed,,
scorchers,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scorch+-ers,,
scorches,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scorch+-es,,
scorching,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scorch+-ing,,
scored,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,score+-ed,,
scorers,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,score+-ers,,
scores,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,score+-es,,
scoring,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,score+-ing,,
scourged,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scourge+-ed,,
scourges,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scourge+-es,,
scourging,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scourge+-ing,,
scouted,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scout+-ed,,
scouting,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scout+-ing,,
scowled,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scowl+-ed,,
scowling,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scowl+-ing,,
scrambled,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scramble+-ed,,
scramblers,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scramble+-ers,,
scrambles,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scramble+-es,,
scrambling,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scramble+-ing,,
scraped,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scrap+-ed,,
scrapers,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scrap+-ers,,
scrapes,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scrap+-es,,
scrappier,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scrap+-ier,,
scraping,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scrap+-ing,,
scrapped,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scrap+-ped,,
scratched,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scratch+-ed,,
scratches,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scratch+-es,,
scratching,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scratch+-ing,,
screamed,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scream+-ed,,
screaming,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scream+-ing,,
screeched,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,screech+-ed,,
screeches,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,screech+-es,,
screechier,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,screech+-ier,,
screeching,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,screech+-ing,,
screened,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,screen+-ed,,
screening,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,screen+-ing,,
screenings,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,screen+-ings,,
screwed,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,screw+-ed,,
screwing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,screw+-ing,,
scribes,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scrib+-es,,
scripted,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,script+-ed,,
scripting,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,script+-ing,,
scrolled,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scroll+-ed,,
scrolling,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scroll+-ing,,
scrubby,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scrub+-by,,
scrubbed,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scrub+-ed,,
scrubbers,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scrub+-ers,,
scrubbier,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scrub+-ier,,
scrubbing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,scrub+-ing,,
sculpted,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sculpt+-ed,,
sculpting,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sculpt+-ing,,
sealed,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,seal+-ed,,
sealers,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,seal+-ers,,
sealing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,seal+-ing,,
seamed,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,seam+-ed,,
seamier,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,seam+-ier,,
seaming,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,seam+-ing,,
seared,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sear+-ed,,
searing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sear+-ing,,
searched,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,search+-ed,,
searchers,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,search+-ers,,
searches,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,search+-es,,
searching,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,search+-ing,,
seasoned,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,season+-ed,,
