word,pos,meaning_en,meaning_vi
tougher,noun,having or causing problems or difficulties | person who does; comparative,having or causing problems or difficulties | người thực hiện; so sánh hơn
toughest,adjective,having or causing problems or difficulties | superlative,having or causing problems or difficulties | so sánh nhất
townswoman,noun,"a place with many houses, shops, etc. where people live and work. It is larger than a village but smaller than a city. + an adult female human","a place with many houses, shops, etc. where people live and work. It is larger than a village but smaller than a city. + an adult nữ human"
tracksuit,noun,rails (= metal bars,rails (= metal bars
traditionalized,verb,"a belief, custom or way of doing something that has existed for a long time among a particular group of people; a set of these beliefs or customs | relating to (adjective | noun | to make, to become (verb","a belief, custom or way of doing something that has existed for a long time among a particular group of people; a set of these beliefs or customs | li quan đến (t tính từ | danh từ | lam cho, trở thành (động từ"
traineeships,noun,"a number of connected coaches or trucks, pulled by an engine or powered by a motor in each one, taking people and goods from one place to another | person who receives/undergoes action (noun | state, condition, skill (noun","a number of connected coaches or trucks, pulled by an engine or powered by a motor in each one, taking people and goods from one place to another | person who receives/undergoes hanh động (danh từ | state, condition, skill (danh từ"
traumatically,adverb,"a mental condition caused by severe shock, stress or fear, especially when the harmful effects last for a long time | relating to (adjective | adverb of manner / adjective (like","a mental condition caused by severe shock, stress or fear, especially when the harmful effects last for a long time | li quan đến (t tính từ | trạng từ chỉ cách thức / t tính từ (like"
travelsick,noun,the act or activity of travelling + physically or mentally ill,the act or activity of travelling + physically or mentally ill
treetops,noun,"a tall plant that can live a long time. Trees have a thick central wooden trunk from which branches grow, usually with leaves on them + highest in position","a tall plant that can live a long time. Trees have a thick central wooden trunk from which branches grow, usually with leaves on them + highest in position"
trendier,noun,a general direction in which a situation is changing or developing | having quality of; noun/adjective | person who does; comparative,a general direction in which a situation is changing or developing | cóĩ·· tính chất của; danh từ/t tính từ | người thực hiện; so sánh hơn
trendiest,adjective,a general direction in which a situation is changing or developing | having quality of; noun/adjective | superlative,a general direction in which a situation is changing or developing | cóĩ·· tính chất của; danh từ/t tính từ | so sánh nhất
trendiness,noun,a general direction in which a situation is changing or developing | having quality of; noun/adjective | state or quality of (noun,a general direction in which a situation is changing or developing | cóĩ·· tính chất của; danh từ/t tính từ | trạng thái hoặc tính chất của (danh từ
