thanh_phan,trang_thai,so_lan_xuat_hien,meaning_en,meaning_vi,vi_du_tu,nguon
linger,Đã có trong MorphLink,1,"to stay in a place longer than necessary, often reluctant to leave","nán lại, lưu luyến",lingerie,new_combinations
link,Đã có trong MorphLink,2,"a connection between two things, or a ring of a chain","liên kết, mối liên hệ","hyperlink, linker",new_combinations
lion,Đã có trong MorphLink,3,"a large wild cat native to Africa and India, sometimes called the 'king of the jungle'",sư tử,"ganglion, medallion, rebellion",new_combinations
lip,Đã có trong MorphLink,1,either of the two fleshy edges of the mouth,môi,lipstick,missing_words_analyzed
list,Đã có trong MorphLink,6+,"a set of items, names, or numbers written or printed together in order",danh sách,"checklist, listen, listless, playlist, shortlist, unlisted",missing_words_analyzed+new_combinations
live,Đã có trong MorphLink,4,to remain alive; to have one's home in a particular place,sống,"alive, liveable, livelihood, livestock",missing_words_analyzed+new_combinations
liver,Đã có trong MorphLink,1,a large organ in the body that filters blood and produces bile for digestion,gan,deliver,new_combinations
load,Đã có trong MorphLink,6+,a heavy or bulky thing being carried or transported,"tải, gánh nặng","caseload, download, loadable, loadstar, loadstone, workload",missing_words_analyzed+new_combinations
loan,Đã có trong MorphLink,1,"a sum of money or item lent, expected to be paid back",khoản vay,loanword,missing_words_analyzed
lock,Đã có trong MorphLink,5,"a mechanism used to secure a door or container, opened with a key",ổ khóa,"gridlock, headlock, lockable, locket, lockstep",missing_words_analyzed+new_combinations
log,Đã có trong MorphLink,6+,a section of a trunk or branch of a fallen tree; also a record of events,khúc gỗ; nhật ký,"biologist, biology, ecologist, neurological, psychologist, psychology",missing_words_analyzed
logic,Đã có trong MorphLink,1,reasoning conducted or assessed according to strict principles of validity,"logic, tính lô-gic",logically,new_combinations
long,Đã có trong MorphLink,4,measuring a great distance from end to end; extended in time,"dài, lâu","belong, longitudinal, oblong, overlong",missing_words_analyzed+new_combinations
look,Đã có trong MorphLink,1,to direct one's eyes in order to see something,nhìn,overlook,new_combinations
loom,Đã có trong MorphLink,1,"a machine for weaving thread into cloth; also to appear as an impending, often ominous, event","khung cửi; hiện ra lờ mờ, sắp xảy ra",heirloom,missing_words_analyzed
lord,Đã có trong MorphLink,3,"a person with power and authority over others, especially a nobleman","lãnh chúa, chúa tể","landlord, lordship, overlord",missing_words_analyzed+new_combinations
loud,Đã có trong MorphLink,2,producing a great deal of noise; strongly audible,"ồn ào, to (âm thanh)","aloud, loudspeaker",missing_words_analyzed
love,Đã có trong MorphLink,5,an intense feeling of deep affection,"tình yêu, yêu","beloved, loveable, loveless, lovingly, unloved",missing_words_analyzed+new_combinations
low,Đã có trong MorphLink,1,"not high or tall; below average in amount, level, or intensity",thấp,lowland,missing_words_analyzed
loyal,Đã có trong MorphLink,4,giving or showing firm and constant support to a person or cause,trung thành,"disloyalty, loyaler, loyalest, loyalty",missing_words_analyzed+new_combinations
luck,Đã có trong MorphLink,3,success or failure brought by chance rather than one's own actions,may mắn,"luckily, luckless, lucky",missing_words_analyzed+new_combinations
luxury,Đã có trong MorphLink,3,"a state of great comfort or elegance, especially involving expensive things","sự xa hoa, sang trọng","luxuriate, luxuriated, luxurious",new_combinations
lyric,Đã có trong MorphLink,1,"the words of a song, or a short poem expressing personal emotion",lời bài hát,lyrically,new_combinations
machine,Đã có trong MorphLink,2,"a device with moving parts that performs a task, typically powered by energy",máy móc,"machinable, machinery",missing_words_analyzed+new_combinations
magic,Đã có trong MorphLink,1,the power of apparently influencing events using supernatural forces,"phép thuật, ma thuật",magically,new_combinations
mail,Đã có trong MorphLink,3,letters and packages sent by post,"thư từ, bưu phẩm","email, mailbomb, voicemail",missing_words_analyzed+new_combinations
main,Đã có trong MorphLink,5,"chief in size, extent, or importance; principal","chính, chủ yếu","mainframe, mainland, mainline, mainstream, remain",missing_words_analyzed+new_combinations
maintain,Đã có trong MorphLink,3,to cause something to continue in the same state; to keep in good condition,"duy trì, bảo trì","maintainable, maintainer, maintenance",missing_words_analyzed+new_combinations
major,Đã có trong MorphLink,1,"important, serious, or significant; larger or more important of two","chính, lớn, quan trọng",majorly,new_combinations
make,Đã có trong MorphLink,3,to form something by putting parts together or combining materials,"làm, tạo ra","filmmaker, makeup, troublemaker",missing_words_analyzed
male,Đã có trong MorphLink,2,of the sex that produces sperm; a man or boy,"nam, giống đực","malaria, malice",new_combinations
man,Đã có trong MorphLink,6+,an adult human male,người đàn ông,"batsman, businessman, businessmen, craftsman, journeyman, manpower",missing_words_analyzed
manage,Đã có trong MorphLink,2,"to be in charge of, control, or organize; to succeed in doing something",quản lý,"manageable, unmanageable",new_combinations
manifest,Đã có trong MorphLink,1,clear or obvious to the eye or mind; to show or reveal something,"rõ ràng, biểu hiện",manifestation,missing_words_analyzed
manner,Đã có trong MorphLink,1,the way in which something is done or happens; also polite social behavior,"cách thức, phong cách; cách cư xử",mannered,missing_words_analyzed
margin,Đã có trong MorphLink,2,the edge or border of something; also the difference between two amounts,"lề, biên độ","marginalia, marginally",missing_words_analyzed+new_combinations
marine,Đã có trong MorphLink,4,relating to the sea or found in the sea,thuộc về biển,"marinade, marinate, marinated, mariner",new_combinations
mark,Đã có trong MorphLink,6+,a visible sign or symbol made on a surface; also a grade or score,"dấu, vết; điểm số","benchmark, landmark, marking, remarkably, unmarked, watermark",missing_words_analyzed+new_combinations
market,Đã có trong MorphLink,3,a place where people gather to buy and sell goods,"chợ, thị trường","marketable, marketplace, upmarket",missing_words_analyzed+new_combinations
marriage,Đã có trong MorphLink,1,the legally or formally recognized union of two people as partners,hôn nhân,marriageable,new_combinations
marry,Đã có trong MorphLink,1,to become joined to someone in marriage,kết hôn,marriage,new_combinations
mass,Đã có trong MorphLink,5,a large body of matter with no definite shape; also the quantity of matter an object contains,"khối lượng, đám đông","amass, landmass, massacre, massage, massively",missing_words_analyzed+new_combinations
master,Đã có trong MorphLink,3,"a person who has complete control over something, or has great skill in an activity","bậc thầy, ông chủ","masterpiece, mastery, postmaster",missing_words_analyzed+new_combinations
match,Đã có trong MorphLink,4,a contest between two teams or individuals; also a short stick for lighting a fire,trận đấu; que diêm,"matchbook, matchbox, matchless, rematch",missing_words_analyzed+new_combinations
mate,Đã có trong MorphLink,6+,a friend or companion; also one of a breeding pair of animals,bạn bè; bạn tình,"automate, automatic, automatics, classmate, mature, soulmate",missing_words_analyzed+new_combinations
may,Đã có trong MorphLink,1,used to express possibility or to ask or give permission,"có thể, được phép",maybe,missing_words_analyzed
meal,Đã có trong MorphLink,1,"an occasion when food is eaten, or the food eaten on such an occasion",bữa ăn,mealtime,missing_words_analyzed
mean,Đã có trong MorphLink,4,"to intend to convey or refer to a particular thing; also unkind, or the average value",có nghĩa là; keo kiệt; giá trị trung bình,"demean, meaning, meantime, meanwhile",missing_words_analyzed+new_combinations
measure,Đã có trong MorphLink,2,"to ascertain the size, amount, or degree of something",đo lường,"measurably, measureless",missing_words_analyzed+new_combinations
medal,Đã có trong MorphLink,1,"a piece of metal, often shaped like a coin, given as an award for achievement",huy chương,medallion,new_combinations
medicine,Đã có trong MorphLink,1,a drug or remedy used to treat illness; also the science of diagnosing and treating disease,"thuốc, y học",medicinally,new_combinations
meet,Đã có trong MorphLink,1,to come together with someone by chance or arrangement,gặp gỡ,meeting,missing_words_analyzed
melt,Đã có trong MorphLink,1,to become liquid due to heating,tan chảy,meltdown,missing_words_analyzed+new_combinations
member,Đã có trong MorphLink,3,a person who belongs to a group or organization,thành viên,"membership, nonmember, remember",new_combinations
