component_roots,derived_word,morphology_structure,pattern_PRS,pos,IPA,ipa_status,definition_en,nghia_tieng_viet,source,vi_note,existence_note
thorough+fare,thoroughfare,[thorough+fare],0-2-0,noun,/ˈθɝoʊˌfɛɹ/,real,a public road from one place to another,thorough+fare(kỹ lưỡng + giá vé),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
thorough+go,thoroughgoing,[thorough+go],0-2-0,adjective,/θˈʌɹəɡˌəʊɪŋ/,real,performed comprehensively and completely,thorough+go(kỹ lưỡng + đi),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
thread+bare,threadbare,[thread+bare],0-2-0,adjective,/ˈθɹɛdˌbɛɹ/,real,repeated too often,thread+bare(sợi chỉ + trần trụi),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
thread+like,threadlike,[thread+like],0-2-0,adjective,/θɹˈɛdlaɪk/,real,thin in diameter,"thread+like(sợi chỉ + thích, giống như)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
three+teen,thirteenths,[three+teen]-th,0-2-1,noun,/ˈθɝˈtinθs/,real,"three+teen(3 + (không có định nghĩa trong Oxford 5000 - root này không phải headword độc lập)) + -th(ordinal number / state (noun, VD: eighth, warmth))","three+teen(số ba + tuổi teen) + -th(số thứ tự / trạng thái (danh từ, VD eighth, warmth))","compositional (generated, unverified)",công thức ghép (chưa xác thực),
three+teen,thirteens,[three+teen],0-2-0,number,/θˈɜːtiːnz/,"generated (espeak-ng G2P, algorithmic)",three+teen(3 + (không có định nghĩa trong Oxford 5000 - root này không phải headword độc lập)),three+teen(số ba + tuổi teen),"compositional (generated, unverified)",công thức ghép (chưa xác thực),
throw+away,throwaway,[throw+away],0-2-0,adjective,/ˈθɹoʊəˌweɪ/,real,thrown away,"throw+away(ném + xa, đi xa)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
throw+back,throwback,[throw+back],0-2-0,adjective,/ˈθɹoʊˌbæk/,real,characteristic of an atavist,"throw+back(ném + lưng, phía sau)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
thumb+nail,thumbnail,[thumb+nail],0-2-0,noun,/ˈθəmˌneɪɫ/,real,the nail of the thumb,"thumb+nail(ngón cái + móng tay, đinh)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
thumb+screw,thumbscrew,[thumb+screw],0-2-0,noun,/θˈʌmbskɹuː/,real,screw designed to be turned with the thumb and fingers,"thumb+screw(ngón cái + ốc vít, vặn)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
tide+land,tidelands,[tide+land],0-2-0,noun,/tˈaɪdləndz/,"generated (espeak-ng G2P, algorithmic)","tide+land(a regular rise and fall in the level of the sea, caused by the pull of the moon and sun; the flow of water that happens as the sea rises and falls + the surface of the earth that is not sea)",tide+land(thủy triều + đất đai),"compositional (generated, unverified)",công thức ghép (chưa xác thực),
tide+mark,tidemark,[tide+mark],0-2-0,noun,/tˈaɪdmɑːk/,real,indicator consisting of a line at the highwater or low-water limits of the tides,"tide+mark(thủy triều + dấu, đánh dấu)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
tide+water,tidewater,[tide+water],0-2-0,noun,/ˈtaɪdˌwɔtɝ/,real,low-lying coastal land drained by tidal streams,tide+water(thủy triều + nước),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
tie+break,tiebreak,[tie+break],0-2-0,noun,/tˈaɪbɹeɪk/,real,"tie+break(a long, narrow piece of cloth worn around the neck, especially by men, with a knot in front + a short period of time when you stop what you are doing and rest, eat, etc.)","tie+break(cà vạt, buộc + phá vỡ, nghỉ giải lao)","compositional (generated, unverified)",công thức ghép (chưa xác thực),
tie+break,tiebreaker,[tie+break]-er,0-2-1,noun,/tˈaɪbɹeɪkɐ/,real,overtime play in order to break a tie,"tie+break(cà vạt, buộc + phá vỡ, nghỉ giải lao) + -er(người làm việc gì; so sánh hơn)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
tie+pin,tiepin,[tie+pin],0-2-0,noun,/tˈaɪpɪn/,real,a pin used to hold the tie in place,"tie+pin(cà vạt, buộc + ghim)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
tight+rope,tightrope,[tight+rope],0-2-0,noun,/ˈtaɪˌtɹoʊp/,real,tightly stretched rope or wire on which acrobats perform high above the ground,"tight+rope(chật, chặt + dây thừng)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
timber+land,timberlands,[timber+land],0-2-0,noun,/ˈtɪmbɝˌɫændz/,real,timber+land(trees that are grown to be used in building or for making things + the surface of the earth that is not sea),timber+land(gỗ xây dựng + đất đai),"compositional (generated, unverified)",công thức ghép (chưa xác thực),
time+keep,timekeeper,[time+keep]-er,0-2-1,noun,/tˈaɪmkiːpɐ/,real,a measuring instrument or device for keeping time,time+keep(thời gian + giữ) + -er(người làm việc gì; so sánh hơn),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
time+piece,timepiece,[time+piece],0-2-0,noun,/ˈtaɪmˌpis/,real,a measuring instrument or device for keeping time,"time+piece(thời gian + mảnh, miếng)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
time+save,timesaving,[time+save],0-2-0,noun,/tˈaɪmseɪvɪŋ/,"generated (espeak-ng G2P, algorithmic)","Saving time; as, a timesaving expedient.","time+save(thời gian + tiết kiệm, cứu)","Webster's Unabridged Dictionary (1913, public domain)",công thức ghép (chưa xác thực),
time+serve,timeserving,[time+serve],0-2-0,adjective,/tˈaɪmsɜːvɪŋ/,"generated (espeak-ng G2P, algorithmic)","taking immediate advantage, often unethically, of any circumstance of possible benefit",time+serve(thời gian + phục vụ),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
time+serve,timeserver,[time+serve]-er,0-2-1,noun,/tˈaɪmsɜːvɚ/,"generated (espeak-ng G2P, algorithmic)",one who conforms to current ways and opinions for personal advantage,time+serve(thời gian + phục vụ) + -er(người làm việc gì; so sánh hơn),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
time+table,timetable,[time+table],0-2-0,noun,/ˈtaɪmˌteɪbəɫ/,real,a schedule of times of arrivals and departures,time+table(thời gian + cái bàn),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
tin+typo,tintype,[tin+typo],0-2-0,noun,/ˈtɪnˌtaɪp/,real,Same as Ferrotype.,"tin+typo(thiếc, hộp thiếc + lỗi đánh máy)","Webster's Unabridged Dictionary (1913, public domain)",công thức ghép (chưa xác thực),
tip+off,tipoff,[tip+off],0-2-0,noun,/ˈtɪˌpɔf/,real,tip+off(a small piece of advice about something practical + used to say that something has been removed or become separated),"tip+off(lời khuyên, đầu mút + tắt, xa khỏi)","compositional (generated, unverified)",công thức ghép (chưa xác thực),
tip+staff,tipstaff,[tip+staff],0-2-0,noun,/tˈɪpstɑːf/,real,staff with a metal tip carried as a sign of office by e.g. a bailiff or constable,"tip+staff(lời khuyên, đầu mút + nhân viên)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
tip+toe,tiptoe,[tip+toe],0-2-0,adverb,/ˈtɪpˌtoʊ/,real,on tiptoe or as if on tiptoe,"tip+toe(lời khuyên, đầu mút + ngón chân)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
title+hold,titleholder,[title+hold]-er,0-2-1,noun,/ˈtaɪtəɫˌhoʊɫdɝ/,real,"title+hold(the name of a book, poem, painting, piece of music, etc. + the action of holding somebody/something; the way you are holding somebody/something) + -er(person who does; comparative)","title+hold(tiêu đề, chức danh + giữ) + -er(người làm việc gì; so sánh hơn)","compositional (generated, unverified)",công thức ghép (chưa xác thực),
to+day,today'll,[to+day]-ll,0-2-1,unknown,/təˈdeɪɫ/,real,to+day(used to show purpose or intention + a period of 24 hours) + -ll(ll),to+day(đến + ngày) + -ll(ll),"compositional (generated, unverified)",công thức ghép (chưa xác thực),
to+day,today,[to+day],0-2-0,adverb,/təˈdeɪ/,real,on this day,to+day(đến + ngày),Oxford 5000 (verified),,
to+night,tonight,[to+night],0-2-0,adverb,/təˈnaɪt/,real,on or during the evening or night of today,to+night(đến + ban đêm),Oxford 5000 (verified),,
toe+hold,toehold,[toe+hold],0-2-0,noun,/ˈtoʊˌhoʊɫd/,real,a wrestling hold in which the toe is held and the leg is twisted against the joints,toe+hold(ngón chân + giữ),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
toe+nail,toenail,[toe+nail],0-2-0,noun,/ˈtoʊˌneɪɫ/,real,the nail at the end of a toe,"toe+nail(ngón chân + móng tay, đinh)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
toll+gate,tollgate,[toll+gate],0-2-0,noun,/tˈəʊlɡeɪt/,real,a gate or bar across a toll bridge or toll road which is lifted when the toll is paid,toll+gate(phí cầu đường + cổng),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
toll+house,tollhouse,[toll+house],0-2-0,noun,/tˈoʊlhaʊs/,"generated (espeak-ng G2P, algorithmic)",a booth at a tollgate where the toll collector collects tolls,toll+house(phí cầu đường + ngôi nhà),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
tool+make,toolmaker,[tool+make]-er,0-2-1,noun,/ˈtuɫˌmeɪkɝ/,real,someone skilled in making or repairing tools,tool+make(công cụ + làm) + -er(người làm việc gì; so sánh hơn),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
tooth+brush,toothbrush,[tooth+brush],0-2-0,noun,/ˈtuθbɹəʃ/,real,small brush,"tooth+brush(răng + bàn chải, chải)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
tooth+pick,toothpick,[tooth+pick],0-2-0,noun,/ˈtuθˌpɪk/,real,pick consisting of a small strip of wood or plastic,"tooth+pick(răng + chọn lựa, nhặt)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
tooth+powder,toothpowder,[tooth+powder],0-2-0,noun,/tˈuːθpaʊdɚ/,"generated (espeak-ng G2P, algorithmic)",a dentifrice in the form of a powder,tooth+powder(răng + bột),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
top+coat,topcoat,[top+coat],0-2-0,noun,/tˈɒpkəʊt/,real,a heavy coat worn over clothes in winter,"top+coat(đỉnh, trên cùng + áo khoác)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
top+most,topmost,[top+most],0-2-0,adjective,/tˈɒpməʊst/,real,at or nearest to the top,"top+most(đỉnh, trên cùng + nhiều nhất)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
top+side,topside,[top+side],0-2-0,noun,/tˈɒpsaɪd/,real,(usually plural) weather deck,"top+side(đỉnh, trên cùng + bên cạnh)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
top+soil,topsoil,[top+soil],0-2-0,noun,/ˈtɑpˌsɔɪɫ/,real,the layer of soil on the surface,"top+soil(đỉnh, trên cùng + đất)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
touch+down,touchdown,[touch+down],0-2-0,noun,/ˈtətʃˌdaʊn/,real,a score in American football,touch+down(chạm vào + xuống),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
touch+line,touchline,[touch+line],0-2-0,noun,/tˈʌtʃlaɪn/,real,either of the sidelines in soccer or rugby,touch+line(chạm vào + đường kẻ),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
touch+stone,touchstone,[touch+stone],0-2-0,noun,/ˈtətʃˌstoʊn/,real,a basis for comparison,touch+stone(chạm vào + đá),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
town+folk,townsfolk,[town+folk],0-2-0,noun,/ˈtaʊnzˌfoʊk/,real,the people living in a municipality smaller than a city,"town+folk(thị trấn + người dân, dân gian)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
