root_word,meaning,nghia_tieng_viet,used_in_single_root_group,used_in_compound_group,variants,variant_count,de_nham_lan,bien_the,topic,subtopic
superb,excellent; of very good quality,tuyệt vời,True,False,superbly,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Khái niệm trừu tượng,Đánh giá và giá trị
superior,better in quality than somebody/something else; greater than somebody/something else,vượt trội,True,False,superiority,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Khái niệm trừu tượng,Mức độ và so sánh
supply,an amount of something that is provided or available to be used,cung cấp,True,False,supplier,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Kinh doanh và tài chính,Sản phẩm và dịch vụ
support,approval that you give to somebody/something because you want them to be successful,hỗ trợ,True,False,insupportable; supportable; supporter; supportive; unsupportable; unsupported,6,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Con người,Mối quan hệ
supreme,highest in rank or position,tối cao,True,False,supremacist; supremacy; supremely,3,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Pháp luật, an toàn và khẩn cấp",Tòa án
sure,confident that you know something or that you are right,chắc chắn,True,True,assurance; assure; assuredly; ensure; footsure; insurance; insure; insurer; reassurance; reassure; reassuringly; reinsurance; surefire; surefooted; surefootedly; surefootedness; surely; sureness; surer; surest; surety; unsure,22,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Khái niệm trừu tượng,Đánh giá và giá trị
surface,the outside or top layer of something,bề mặt,True,False,resurface,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Khoa học, công nghệ và kỹ thuật",Vật liệu
surge,a sudden increase of a strong feeling,tăng vọt,True,False,insurgence; insurgent; surgeon; upsurge,4,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Khoa học, công nghệ và kỹ thuật",Điện
surprise,"an event, a piece of news, etc. that is unexpected or that happens suddenly",ngạc nhiên,True,False,surprisedly,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Con người,Cảm xúc
suspect,a person who is suspected of a crime or of having done something wrong,nghi ngờ,True,False,unsuspecting,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra
swallow,"to make food, drink, etc. go down your throat into your stomach","nuốt, chim én",True,False,swallower,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Đời sống hằng ngày,Ăn uống
swear,"to use rude or offensive language, usually because you are angry","thề, chửi thề",True,True,forswear; swearer; swearword,3,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Pháp luật, an toàn và khẩn cấp",Tòa án
sweep,"to clean a room, surface, etc. using a broom (= a type of brush on a long handle)",quét dọn,True,True,minesweeper; minesweeping; sweeper; sweepingly; sweepstake,5,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Đời sống hằng ngày,Dọn dẹp nhà cửa
sweet,"containing, or tasting as if it contains, a lot of sugar",ngọt ngào,True,True,bittersweet; sweetbread; sweeten; sweetener; sweeter; sweetest; sweetheart; sweetie; sweetish; sweetly; sweetmeat; sweetness,12,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Thực phẩm,Bánh và món tráng miệng
swim,a period of time during which you swim,bơi lội,True,True,swimmer; swimmingly; swimsuit,3,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Thể thao,Bơi lội
swing,a swinging movement or rhythm,đung đưa,True,False,swinger; swingingly; swingy; upswing,4,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Cộng đồng và đô thị,Sân chơi
switch,a small device that you press or move up and down in order to turn a light or piece of electrical equipment on and off,"công tắc, chuyển đổi",True,True,dipswitch; switchable; switchback; switchblade; switchboard; switchgear; switchman; switchover,8,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Nhà cửa,Hệ thống điện và nước
sword,a weapon with a long metal blade (= sharp cutting part) and a handle,thanh kiếm,False,True,broadsword; swordfish; swordplay; swordsman; swordsmanship; swordstick,6,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Nghệ thuật, thiết kế và văn hóa",Di sản và bảo tàng
symbol,"a person, an object, an event, etc. that represents a more general quality or situation",biểu tượng,True,False,symbolic; symbolical; symbolically; symbolism; symbolist; symbolization; symbolize,7,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Nghệ thuật, thiết kế và văn hóa",Biểu tượng và biển hiệu
symptom,a change in your body or mind that shows that you are not healthy,triệu chứng,True,False,symptomatic; symptomatically,2,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Sức khỏe,Triệu chứng
system,an organized set of ideas or theories or a particular way of doing something,hệ thống,True,False,nonsystematic; subsystem; systematical; systematically; systematize; systemic; systemization,7,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Khoa học, công nghệ và kỹ thuật",Phần mềm
table,a piece of furniture that consists of a flat top supported by legs,cái bàn,True,True,pintable; tablecloth; tableland; tablespoon; tablespoonful; tabular; tabulate; tabulation; tabulator; timetable; turntable; watertable; worktable,13,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Nhà cửa,Đồ nội thất
tactic,the particular method you use to achieve something,chiến thuật,True,False,syntactic; syntactical; syntactically; tactical; tactically; tactician,6,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Thể thao,Luật thi đấu
tail,"the part that sticks out at the back of the body of a bird, an animal or a fish, which the animal can move from side to side or up and down",đuôi,True,True,coattails; cottontail; entail; pigtail; rattail; shirttail; tailback; tailgate; tailless; taillight; tailpiece; tailspin; tailwind; whitetail,14,tale: tail = đuôi (danh từ); tale = câu chuyện kể (danh từ),không có biến thể đáng chú ý,Môi trường và tự nhiên,Động vật có vú
take,to carry or move something from one place to another,"lấy, cầm",True,True,betaken; breathtaking; breathtakingly; caretaker; intake; mistakable; mistake; mistaken; mistakenly; overtake; overtaken; painstaking; painstakingly; retake; retaken; stocktaking; takeaway; taken; takeoff; takeover; taker; undertake; undertaken; undertaker; unmistakable; unmistakably; uptake,27,không có (hoặc chưa xác định),took/taken (bất quy tắc),Ngôn ngữ hằng ngày,Động từ hành động cơ bản
tale,"a story created using the imagination, especially one that is full of action and adventure",câu chuyện kể,False,True,folktale; telltale,2,tail: tail = đuôi (danh từ); tale = câu chuyện kể (danh từ),không có biến thể đáng chú ý,Giải trí và thời gian rảnh,Đọc sách
talk,a speech or lecture on a particular subject,nói chuyện,True,False,backtalk; talkative; talkativeness; talker; talky,5,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Con người,Mối quan hệ
tall,having a greater than average height,cao lớn,True,False,taller; tallest; tallish; tallness,4,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Con người,Ngoại hình
tank,a large container for holding liquid or gas,"xe tăng, bể chứa",True,False,antitank; tanker,2,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Giao thông,Trạm xăng
tap,a device for controlling the flow of water from a pipe into a bath or sink,"vòi nước, chạm nhẹ",True,True,taproom; taproot; untapped; wiretaps,4,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Nhà cửa,Hệ thống điện và nước
tape,"a long, narrow piece of material with a sticky substance on one side that is used for sticking things together","băng dính, băng ghi âm",False,True,tapeworm; videotape,2,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Học tập và giáo dục,Đồ dùng học tập
task,"a piece of work that somebody has to do, especially a hard or unpleasant one",nhiệm vụ,False,True,taskmaster,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Nghề nghiệp và công việc,Nơi làm việc
taste,the particular quality that different foods and drinks have that allows you to recognize them when you put them in your mouth,"vị giác, nếm",True,False,aftertaste; distaste; distasteful; distastefully; distastefulness; foretaste; tasteful; tastefully; tastefulness; tasteless; tastelessly; tastelessness; taster; tastier; tastiest; tastily; tasty,17,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Thực phẩm,Gia vị
