tu,pos,nghia_en,nghia_vi,cau_tao,kind,nguon,trong_morphlink,noun_type,noun_so_nhieu,adj_so_sanh_hon,adj_so_sanh_nhat,adj_ghi_chu,verb_hien_tai_don,verb_gerund,verb_qua_khu,verb_pp,so_nhieu_bat_quy_tac,dong_tu_bat_quy_tac,multi_nghia,meaning_vi_source,ipa,ipa_status
woodsmoke,noun,smoke produced by burning wood,khói sinh ra từ việc đốt gỗ,[wood+smoke],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],woodsmokes,,,,,,,,,,,,/wˈʊdsmoʊk/,"generated (espeak-ng G2P, algorithmic)"
woodward,noun,"An officer of the forest, whose duty it was to guard the woods.",người canh giữ rừng (chức quan rừng ngày xưa),[wood]-ward,root,Đã có sẵn trong MorphLink (Word),có,N[C],woodwards,,,,,,,,,,,,/ˈwʊdˌwɔɹd/,real
woodwind,noun,any wind instrument other than the brass instruments,nhạc cụ hơi làm bằng gỗ (không thuộc họ đồng),[wood+wind],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],woodwinds,,,,,,,,,,,,/ˈwʊdˌwɪnd/,real
woodwork,noun,the craft of a carpenter: making things out of wood,nghề mộc; việc chế tác đồ bằng gỗ,[wood+work],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],woodworks,,,,,,,,,,,,/ˈwʊdˌwɝk/,real
woodworm,noun,a larva of a woodborer,ấu trùng sâu đục gỗ,[wood+worm],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],woodworms,,,,,,,,,,,,/wˈʊdwɜːm/,real
woody,adjective,made hard like wood as the result of the deposition of lignin in the cell walls,gỗ hóa; cứng như gỗ do lắng đọng lignin trong thành tế bào,[wood]-y,root,Đã có sẵn trong MorphLink (Word),có,,,woodier,woodiest,,,,,,,,,,/ˈwʊdi/,real
woodyard,noun,a yard where wood or timber is stored or sold,sân hoặc bãi chứa gỗ để lưu trữ hay buôn bán,[wood+yard],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],woodyards,,,,,,,,,,,,/ˈwʊdˌjɑɹd/,real
woolen,adjective,made of wool,làm bằng len,[wool]-en,root,Đã có sẵn trong MorphLink (Word),có,,,more woolen,most woolen,,,,,,,,,,/ˈwʊɫən/,real
woolgather,verb,have a daydream,"mơ mộng, để trí tưởng tượng bay xa",[wool+gather],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,,,,,,woolgathers,woolgathering,woolgathered,woolgathered,,,,,/wˈʊlɡæðɚ/,"generated (espeak-ng G2P, algorithmic)"
woolliness,noun,The quality or state of being woolly.,"tính chất như len; sự xốp, mờ hồ như len",[wool]-y-ness,root,Đã có sẵn trong MorphLink (Word),có,N[U],,,,,,,,,,,,,/wˈʊlinəs/,"generated (espeak-ng G2P, algorithmic)"
woolly,adjective,covered with dense cottony hairs or hairlike filaments,phủ lông dày mềm như len hoặc sợi dạng lông,[wool]-y,root,Đã có sẵn trong MorphLink (Word),có,,,woollier,woolliest,,,,,,,,,,/ˈwʊɫi/,real
woolsack,noun,"A sack or bag of wool; specifically, the seat of the lordchancellor of England in the House of Lords, being a large, squaresack of wool resembling a divan in form.",bao len; ghế của Đại pháp quan Anh tại Thượng viện (một bao len lớn hình ghế dài),[wool+sack],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],woolsacks,,,,,,,,,,,,/wˈʊlsæk/,real
woolworkers,noun,"people who work with wool, such as in spinning or weaving","những người làm việc với len, như kéo sợi hoặc dệt vải",[wool+work]-er,compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],,,,,,,,,Từ có vẻ đã ở dạng SỐ NHIỀU sẵn (kết thúc bằng '-s'),,,,/wˈʊlwɜːkɚz/,"generated (espeak-ng G2P, algorithmic)"
wordbook,noun,a reference book containing words (usually with their meanings),sách từ ngữ; sách tra cứu chứa các từ (thường kèm nghĩa),[word+book],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],wordbooks,,,,,,,,,,,,/wˈɜːdbʊk/,"generated (espeak-ng G2P, algorithmic)"
wordily,adverb,in a verbose manner,"một cách dài dòng, nhiều lời",[word]-y-ly,root,Đã có sẵn trong MorphLink (Word),có,,,,,,,,,,,,,,/wˈɜːdili/,"generated (espeak-ng G2P, algorithmic)"
wordiness,noun,boring verbosity,sự dài dòng nhàm chán,[word]-y-ness,root,Đã có sẵn trong MorphLink (Word),có,N[U],,,,,,,,,,,,,/wˈɜːdɪnəs/,real
wordless,adjective,expressed without speech,không dùng lời nói; được biểu đạt không cần nói,[word]-less,root,Đã có sẵn trong MorphLink (Word),có,,,more wordless,most wordless,,,,,,,,,,/ˈwɝdɫəs/,real
wordlessly,adverb,without speaking,không nói gì; một cách im lặng,[word]-less-ly,root,Đã có sẵn trong MorphLink (Word),có,,,,,,,,,,,,,,/wˈɜːdləsli/,real
wordplay,noun,a humorous play on words,chơi chữ hài hước,[word+play],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],wordplays,,,,,,,,,,,,/wˈɜːdpleɪ/,real
wordy,adjective,using or containing too many words,dùng hoặc chứa quá nhiều từ; dài dòng,[word]-y,root,Đã có sẵn trong MorphLink (Word),có,,,wordier,wordiest,,,,,,,,,,/ˈwɝdi/,real
workable,adjective,capable of being done with means at hand and circumstances as they are,có thể thực hiện được với phương tiện và hoàn cảnh hiện có,[work]-able,root,Đã có sẵn trong MorphLink (Word),có,,,more workable,most workable,,,,,,,,,,/ˈwɝkəbəɫ/,real
workableness,noun,the quality of being workable or practicable,tính chất khả thi hoặc có thể thực hiện được,[work]-able-ness,root,Đã có sẵn trong MorphLink (Word),có,N[U],,,,,,,,,,,,,/wˈɜːkəbəlnəs/,"generated (espeak-ng G2P, algorithmic)"
workaday,adjective,found in the ordinary course of events,"thường nhật, bình thường trong đời sống hàng ngày",[work+day]-a,compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,,,more workaday,most workaday,,,,,,,,,,/ˈwɝkəˌdeɪ/,real
workbag,noun,container for holding implements and materials for work (especially for sewing),túi đựng dụng cụ và nguyên liệu làm việc (nhất là may vá),[work+bag],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],workbags,,,,,,,,,,,,/wˈɜːkbæɡ/,"generated (espeak-ng G2P, algorithmic)"
workbasket,noun,container for holding implements and materials for work (especially for sewing),giỏ đựng dụng cụ và nguyên liệu làm việc (nhất là may vá),[work+basket],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],workbaskets,,,,,,,,,,,,/wˈɜːkbæskɪt/,"generated (espeak-ng G2P, algorithmic)"
workbench,noun,a strong worktable for a carpenter or mechanic,bàn làm việc chắc chắn của thợ mộc hoặc thợ máy,[work+bench],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],workbenches,,,,,,,,,,,,/ˈwɝkˌbɛntʃ/,real
workbook,noun,a student's book or booklet containing problems with spaces for solving them,sách bài tập của học sinh có chỗ để giải,[work+book],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],workbooks,,,,,,,,,,,,/ˈwɝkˌbʊk/,real
workbox,noun,container for holding implements and materials for work (especially for sewing),hộp đựng dụng cụ và nguyên liệu làm việc (nhất là may vá),[work+box],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],workboxes,,,,,,,,,,,,/wˈɜːkbɑːks/,"generated (espeak-ng G2P, algorithmic)"
workday,noun,the amount of time that a worker must work for an agreed daily wage,ngày làm việc; số giờ công nhân phải làm để nhận lương ngày thỏa thuận,[work+day],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],workdays,,,,,,,,,,,,/ˈwɝkˌdeɪ/,real
worker,noun,"a person who works, especially one who does a particular kind of work",người lao động; người làm một loại công việc nhất định,[work]-er,root,Đã có sẵn trong MorphLink (Word),có,N[C],workers,,,,,,,,,,,,/ˈwɝkɝ/,real
workhorse,noun,a horse used for plowing and hauling and other heavy labor,ngựa kéo dùng để cày bừa và lao động nặng,[work+horse],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],workhorses,,,,,,,,,,,,/ˈwɝkˌhɔɹs/,real
workhouse,noun,a county jail that holds prisoners for periods up to 18 months,nhà tù quận giam tù nhân đến 18 tháng; nhà lao động cưỡng bức,[work+house],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],workhouses,,,,,,,,,,,,/wˈɜːkhaʊs/,real
workman,noun,an employee who performs manual or industrial labor,công nhân làm lao động chân tay hoặc công nghiệp,[work+man],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],workmen,,,,,,,,,,,,/ˈwɝkmən/,real
workmanlike,adjective,worthy of a good workman,"xứng tầm một người thợ giỏi; khéo léo, chuyên nghiệp",[work+man+like],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,,,more workmanlike,most workmanlike,,,,,,,,,,/ˈwɝkˌmænˌɫaɪk/,real
workmanship,noun,skill in an occupation or trade,tay nghề; kỹ năng trong nghề hoặc ngành thủ công,[work+man]-ship,compound,Sinh có kiểm soát — trùng MorphLink,có,N[C],workmanships,,,,,,,,,,,,/ˈwɝkmənˌʃɪp/,real
workout,noun,a period of physical exercise that you do to keep fit,buổi tập thể dục để giữ sức khỏe,[work+out],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],workouts,,,,,,,,,,,,/ˈwɝˌkaʊt/,real
workpeople,noun,"(British, dated) workers, especially manual laborers employed in a factory or on a farm","(Anh Anh, cách dùng cũ) công nhân, đặc biệt là lao động chân tay làm việc trong nhà máy hoặc nông trại",[work+people],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],workpeoples,,,,,,,,,,,,/wˈɜːkpiːpəl/,"generated (espeak-ng G2P, algorithmic)"
workpiece,noun,work consisting of a piece of metal being machined,phôi gia công; miếng kim loại đang được gia công,[work+piece],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],workpieces,,,,,,,,,,,,/wˈɜːkpiːs/,"generated (espeak-ng G2P, algorithmic)"
workroom,noun,room where work is done,phòng làm việc; xưởng nhỏ nơi làm việc,[work+room],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],workrooms,,,,,,,,,,,,/ˈwɝˌkɹum/,real
worksheet,noun,a sheet of paper with multiple columns,phiếu bài tập; tờ giấy có nhiều cột để làm việc,[work+sheet],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],worksheets,,,,,,,,,,,,/ˈwɝkˌʃit/,real
workshop,noun,"a period of discussion and practical work on a particular subject, in which a group of people share their knowledge and experience","hội thảo thực hành; buổi thảo luận và thực hành về một chủ đề, trong đó nhóm người chia sẻ kiến thức và kinh nghiệm",[work+shop],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],workshops,,,,,,,,,,,,/ˈwɝkˌʃɑp/,real
worktable,noun,a table designed for a particular task,bàn làm việc thiết kế cho một công việc cụ thể,[work+table],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],worktables,,,,,,,,,,,,/wˈɜːkteɪbəl/,"generated (espeak-ng G2P, algorithmic)"
worlders,noun,inhabitants of a particular world or planet (used especially in science fiction),cư dân của một hành tinh hay thế giới cụ thể (thường dùng trong khoa học viễn tưởng),[world]-er,root,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],,,,,,,,,Từ có vẻ đã ở dạng SỐ NHIỀU sẵn (kết thúc bằng '-s'),,,,/ˈwɝɫdɝz/,real
worldliness,noun,concern with worldly affairs to the neglect of spiritual needs,sự thế tục; quan tâm việc đời mà bỏ quên nhu cầu tinh thần,[world]-ly-ness,root,Đã có sẵn trong MorphLink (Word),có,N[U],,,,,,,,,,,,,/ˈwɝɫdɫinəs/,real
worldly,adjective,very sophisticated especially because of surfeit,"thế tục; từng trải, tinh tế vì đã quá quen với đời sống trần tục",[world]-ly,root,Đã có sẵn trong MorphLink (Word),có,,,worldlier,worldliest,,,,,,,,,,/ˈwɝɫdɫi/,real
worldwide,adjective,affecting all parts of the world,toàn cầu; ảnh hưởng đến mọi nơi trên thế giới,[world+wide],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,,,more worldwide,most worldwide,,,,,,,,,,/ˈwɝɫdˈwaɪd/,real
wormhole,noun,hole made by a burrowing worm,lỗ do giun đục; lỗ sâu đục,[worm+hole],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],wormholes,,,,,,,,,,,,/ˈwɝmˌhɔɫ/,real
wormy,adjective,totally submissive,hoàn toàn phục tùng; nhu nhược như sâu bọ,[worm]-y,root,Đã có sẵn trong MorphLink (Word),có,,,wormier,wormiest,,,,,,,,,,/wˈɜːmi/,real
worriedly,adverb,in a worried manner,một cách lo lắng,[worry]-ly,root,Đã có sẵn trong MorphLink (Word),có,,,,,,,,,,,,,,/wˈʌɹɪdli/,real
worrisome,adjective,not reassuring,đáng lo ngại; không làm yên tâm,[worry]-some,root,Đã có sẵn trong MorphLink (Word),có,,,more worrisome,most worrisome,,,,,,,,,,/ˈwɝisəm/,real
worsen,verb,grow worse,trở nên tệ hơn; làm tệ đi,[worse]-en,root,Đã có sẵn trong MorphLink (Word),có,,,,,,worsens,worsening,worsened,worsened,,,,,/ˈwɝsən/,real
worshipful,adjective,showing great reverence for god,thể hiện lòng tôn kính sâu sắc đối với thần thánh,[worship]-ful,root,Đã có sẵn trong MorphLink (Word),có,,,more worshipful,most worshipful,,,,,,,,,,/ˈwɝʃəpfəɫ/,real
worshipper,noun,a person who has religious faith,người thờ phụng; người có đức tin tôn giáo,[worship]-er,root,Đã có sẵn trong MorphLink (Word),có,N[C],worshippers,,,,,,,,,,,,/wˈɜːʃɪpɐ/,real
worthily,adverb,in a worthy manner,một cách xứng đáng,[worth]-y-ly,root,Đã có sẵn trong MorphLink (Word),có,,,,,,,,,,,,,,/wˈɜːðɪli/,real
worthiness,noun,the quality or state of having merit or value,sự xứng đáng; phẩm chất có giá trị hoặc công trạng,[worth]-y-ness,root,Đã có sẵn trong MorphLink (Word),có,N[U],,,,,,,,,,,,,/ˈwɝðinɪs/,real
worthless,adjective,morally reprehensible,vô giá trị; đáng khinh về mặt đạo đức,[worth]-less,root,Đã có sẵn trong MorphLink (Word),có,,,more worthless,most worthless,,,,,,,,,,/ˈwɝθɫəs/,real
worthlessly,adverb,in a worthless manner,một cách vô giá trị,[worth]-less-ly,root,Đã có sẵn trong MorphLink (Word),có,,,,,,,,,,,,,,/wˈɜːθləsli/,"generated (espeak-ng G2P, algorithmic)"
worthlessness,noun,having no qualities that would render it valuable or useful,sự vô giá trị; không có phẩm chất nào làm cho nó có ích hoặc đáng giá,[worth]-less-ness,root,Đã có sẵn trong MorphLink (Word),có,N[U],,,,,,,,,,,,,/wˈɜːθləsnəs/,real
worthwhile,adjective,"important, pleasant, interesting, etc.; worth spending time, money or effort on","đáng giá; quan trọng, thú vị, đáng bỏ thời gian, tiền bạc hoặc công sức",[worth+while],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,,,more worthwhile,most worthwhile,,,,,,,,,,/ˈwɝθˈwaɪɫ/,real
worthy,adjective,having the qualities that deserve somebody/something,xứng đáng; có phẩm chất đáng được ai/điều gì,[worth]-y,root,Đã có sẵn trong MorphLink (Word),có,,,worthier,worthiest,,,,,,,,,,/ˈwɝði/,real
wouldbe,adjective,"desiring or aspiring to be a specified type of person, though not yet or not successfully so","mong muốn hoặc khao khát trở thành một dạng người nào đó, dù chưa đạt được hoặc chưa thành công",[would+be],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,,,,,"Tính từ tuyệt đối/phân loại, không dùng dạng so sánh hơn/nhất",,,,,,,,,/wˈʊdb/,"generated (espeak-ng G2P, algorithmic)"
wouldst,verb,"archaic second person singular form of 'would', used with 'thou'","dạng ngôi thứ hai số ít cổ của 'would', dùng với đại từ 'thou'",[would]-est,root,Đã có sẵn trong app (không qua pipeline affix_formation),có,,,,,,,,,,,,,,/wˈʊdst/,real
wrapper,noun,a loose dressing gown for women,áo choàng mặc nhà rộng rãi của phụ nữ,[wrap]-er,root,Đã có sẵn trong MorphLink (Word),có,N[C],wrappers,,,,,,,,,,,,/ˈɹæpɝ/,real
wreckage,noun,"the broken remains of something that has been destroyed, such as a vehicle or building","những mảnh vỡ còn lại của thứ gì đó đã bị phá hủy, như xe cộ hoặc công trình",wreck-age,root,Sinh mới (wordfreq ≥ 3.2),chưa,N[C],wreckages,,,,,,,,,,,,/ˈrɛkɪʤ/,"generated (eng_to_ipa/CMUdict, algorithmic)"
wrestler,noun,a person who competes in the sport of wrestling,người thi đấu môn đấu vật,wrestle-er,root,Sinh mới (wordfreq ≥ 3.2),chưa,N[C],wrestlers,,,,,,,,,,,,/ˈrɛsələr/,"generated (eng_to_ipa/CMUdict, algorithmic)"
